expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,rate,rate.95ci,cld,cld2,loewe
HTS015,2017-06-02,PC9c1-D2a,93966.0,N21,PC9c1-D2a_N21,PC9c1,cephalomannine,4.1100000000000004e-08,M,osimertinib,2e-07,M,-0.01123,0.00118,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-07,
HTS015,2017-06-02,PC9c1-D2a,93966.0,N22,PC9c1-D2a_N22,PC9c1,cephalomannine,0.0,M,osimertinib,2e-07,M,0.00958,0.00139,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-07,
HTS015,2017-06-02,PC9c1-D2b,93967.0,K16,PC9c1-D2b_K16,PC9c1,cephalomannine,1e-05,M,osimertinib,0.0,M,-0.00479,0.00108,PC9c1_Cephalomannine,PC9c1_Cephalomannine_0,
HTS015,2017-06-02,PC9c1-D2b,93967.0,K17,PC9c1-D2b_K17,PC9c1,cephalomannine,3.1e-06,M,osimertinib,0.0,M,-0.00577,0.00134,PC9c1_Cephalomannine,PC9c1_Cephalomannine_0,
HTS015,2017-06-02,PC9c1-D2b,93967.0,K18,PC9c1-D2b_K18,PC9c1,cephalomannine,1.11e-06,M,osimertinib,0.0,M,-0.01324,0.00147,PC9c1_Cephalomannine,PC9c1_Cephalomannine_0,
HTS015,2017-06-02,PC9c1-D2b,93967.0,K19,PC9c1-D2b_K19,PC9c1,cephalomannine,3.7e-07,M,osimertinib,0.0,M,-0.00898,0.00193,PC9c1_Cephalomannine,PC9c1_Cephalomannine_0,
HTS015,2017-06-02,PC9c1-D2b,93967.0,K20,PC9c1-D2b_K20,PC9c1,cephalomannine,1.23e-07,M,osimertinib,0.0,M,-0.00707,0.0011300000000000001,PC9c1_Cephalomannine,PC9c1_Cephalomannine_0,
HTS015,2017-06-02,PC9c1-D2b,93967.0,K21,PC9c1-D2b_K21,PC9c1,cephalomannine,4.1100000000000004e-08,M,osimertinib,0.0,M,-0.00411,0.0017399999999999998,PC9c1_Cephalomannine,PC9c1_Cephalomannine_0,
HTS015,2017-06-02,PC9c1-D2b,93967.0,K22,PC9c1-D2b_K22,PC9c1,cephalomannine,0.0,M,osimertinib,0.0,M,0.03659,0.0016600000000000002,PC9c1_Cephalomannine,PC9c1_Cephalomannine_0,
HTS015,2017-06-02,PC9c1-D2b,93967.0,L16,PC9c1-D2b_L16,PC9c1,cephalomannine,1e-05,M,osimertinib,2e-09,M,-0.021840000000000002,0.0046,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-09,
HTS015,2017-06-02,PC9c1-D2b,93967.0,L17,PC9c1-D2b_L17,PC9c1,cephalomannine,3.1e-06,M,osimertinib,2e-09,M,-0.02487,0.00237,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-09,
HTS015,2017-06-02,PC9c1-D2b,93967.0,L18,PC9c1-D2b_L18,PC9c1,cephalomannine,1.11e-06,M,osimertinib,2e-09,M,-0.023280000000000002,0.00206,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-09,
HTS015,2017-06-02,PC9c1-D2b,93967.0,L19,PC9c1-D2b_L19,PC9c1,cephalomannine,3.7e-07,M,osimertinib,2e-09,M,-0.014669999999999999,0.00214,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-09,
HTS015,2017-06-02,PC9c1-D2b,93967.0,L20,PC9c1-D2b_L20,PC9c1,cephalomannine,1.23e-07,M,osimertinib,2e-09,M,-0.02134,0.00295,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-09,
HTS015,2017-06-02,PC9c1-D2b,93967.0,L21,PC9c1-D2b_L21,PC9c1,cephalomannine,4.1100000000000004e-08,M,osimertinib,2e-09,M,-0.0075,0.0016300000000000002,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-09,
HTS015,2017-06-02,PC9c1-D2b,93967.0,L22,PC9c1-D2b_L22,PC9c1,cephalomannine,0.0,M,osimertinib,2e-09,M,0.02155,0.0015300000000000001,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-09,
HTS015,2017-06-02,PC9c1-D2b,93967.0,M16,PC9c1-D2b_M16,PC9c1,cephalomannine,1e-05,M,osimertinib,2e-08,M,-0.015130000000000001,0.00435,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-08,
HTS015,2017-06-02,PC9c1-D2b,93967.0,M17,PC9c1-D2b_M17,PC9c1,cephalomannine,3.1e-06,M,osimertinib,2e-08,M,-0.027630000000000002,0.002,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-08,
HTS015,2017-06-02,PC9c1-D2b,93967.0,M18,PC9c1-D2b_M18,PC9c1,cephalomannine,1.11e-06,M,osimertinib,2e-08,M,-0.02273,0.00299,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-08,
HTS015,2017-06-02,PC9c1-D2b,93967.0,M19,PC9c1-D2b_M19,PC9c1,cephalomannine,3.7e-07,M,osimertinib,2e-08,M,-0.01596,0.00186,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-08,
HTS015,2017-06-02,PC9c1-D2b,93967.0,M20,PC9c1-D2b_M20,PC9c1,cephalomannine,1.23e-07,M,osimertinib,2e-08,M,-0.020309999999999998,0.0032700000000000003,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-08,
HTS015,2017-06-02,PC9c1-D2b,93967.0,M21,PC9c1-D2b_M21,PC9c1,cephalomannine,4.1100000000000004e-08,M,osimertinib,2e-08,M,-0.01654,0.00147,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-08,
HTS015,2017-06-02,PC9c1-D2b,93967.0,M22,PC9c1-D2b_M22,PC9c1,cephalomannine,0.0,M,osimertinib,2e-08,M,0.00772,0.0012,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-08,
HTS015,2017-06-02,PC9c1-D2b,93967.0,N16,PC9c1-D2b_N16,PC9c1,cephalomannine,1e-05,M,osimertinib,2e-07,M,-0.018359999999999998,0.0035,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-07,
HTS015,2017-06-02,PC9c1-D2b,93967.0,N17,PC9c1-D2b_N17,PC9c1,cephalomannine,3.1e-06,M,osimertinib,2e-07,M,-0.019719999999999998,0.00148,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-07,
HTS015,2017-06-02,PC9c1-D2b,93967.0,N18,PC9c1-D2b_N18,PC9c1,cephalomannine,1.11e-06,M,osimertinib,2e-07,M,-0.0206,0.00336,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-07,
HTS015,2017-06-02,PC9c1-D2b,93967.0,N19,PC9c1-D2b_N19,PC9c1,cephalomannine,3.7e-07,M,osimertinib,2e-07,M,-0.027760000000000003,0.00364,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-07,
HTS015,2017-06-02,PC9c1-D2b,93967.0,N20,PC9c1-D2b_N20,PC9c1,cephalomannine,1.23e-07,M,osimertinib,2e-07,M,-0.01006,0.00337,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-07,
HTS015,2017-06-02,PC9c1-D2b,93967.0,N21,PC9c1-D2b_N21,PC9c1,cephalomannine,4.1100000000000004e-08,M,osimertinib,2e-07,M,-0.0144,0.0028699999999999997,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-07,
HTS015,2017-06-02,PC9c1-D2b,93967.0,N22,PC9c1-D2b_N22,PC9c1,cephalomannine,0.0,M,osimertinib,2e-07,M,0.005520000000000001,0.0012,PC9c1_Cephalomannine,PC9c1_Cephalomannine_2e-07,
HTS015,2017-06-02,PC9c1-D6a,93974.0,G09,PC9c1-D6a_G09,PC9c1,docetaxel,3.06e-07,M,osimertinib,0.0,M,-0.00309,0.00045,PC9c1_Docetaxel,PC9c1_Docetaxel_0,
HTS015,2017-06-02,PC9c1-D6a,93974.0,G10,PC9c1-D6a_G10,PC9c1,docetaxel,9.28e-08,M,osimertinib,0.0,M,-0.0036299999999999995,0.00082,PC9c1_Docetaxel,PC9c1_Docetaxel_0,
HTS015,2017-06-02,PC9c1-D6a,93974.0,G11,PC9c1-D6a_G11,PC9c1,docetaxel,2.81e-08,M,osimertinib,0.0,M,-0.0067599999999999995,0.00173,PC9c1_Docetaxel,PC9c1_Docetaxel_0,
HTS015,2017-06-02,PC9c1-D6a,93974.0,G12,PC9c1-D6a_G12,PC9c1,docetaxel,8.5e-09,M,osimertinib,0.0,M,-0.00911,0.0021100000000000003,PC9c1_Docetaxel,PC9c1_Docetaxel_0,
HTS015,2017-06-02,PC9c1-D6a,93974.0,G13,PC9c1-D6a_G13,PC9c1,docetaxel,2.6e-09,M,osimertinib,0.0,M,0.01459,0.0022199999999999998,PC9c1_Docetaxel,PC9c1_Docetaxel_0,
HTS015,2017-06-02,PC9c1-D6a,93974.0,G14,PC9c1-D6a_G14,PC9c1,docetaxel,8e-10,M,osimertinib,0.0,M,0.03687,0.00148,PC9c1_Docetaxel,PC9c1_Docetaxel_0,
HTS015,2017-06-02,PC9c1-D6a,93974.0,G15,PC9c1-D6a_G15,PC9c1,docetaxel,0.0,M,osimertinib,0.0,M,0.039869999999999996,0.00135,PC9c1_Docetaxel,PC9c1_Docetaxel_0,
HTS015,2017-06-02,PC9c1-D6a,93974.0,H09,PC9c1-D6a_H09,PC9c1,docetaxel,3.06e-07,M,osimertinib,2e-09,M,-0.0215,0.0014199999999999998,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-09,
HTS015,2017-06-02,PC9c1-D6a,93974.0,H10,PC9c1-D6a_H10,PC9c1,docetaxel,9.28e-08,M,osimertinib,2e-09,M,-0.01384,0.00267,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-09,
HTS015,2017-06-02,PC9c1-D6a,93974.0,H11,PC9c1-D6a_H11,PC9c1,docetaxel,2.81e-08,M,osimertinib,2e-09,M,-0.01124,0.0032,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-09,
HTS015,2017-06-02,PC9c1-D6a,93974.0,H12,PC9c1-D6a_H12,PC9c1,docetaxel,8.5e-09,M,osimertinib,2e-09,M,-0.008490000000000001,0.0023,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-09,
HTS015,2017-06-02,PC9c1-D6a,93974.0,H13,PC9c1-D6a_H13,PC9c1,docetaxel,2.6e-09,M,osimertinib,2e-09,M,0.0087,0.00263,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-09,0.3907915229348843
HTS015,2017-06-02,PC9c1-D6a,93974.0,H14,PC9c1-D6a_H14,PC9c1,docetaxel,8e-10,M,osimertinib,2e-09,M,0.01778,0.0010400000000000001,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-09,0.16481178714070582
HTS015,2017-06-02,PC9c1-D6a,93974.0,H15,PC9c1-D6a_H15,PC9c1,docetaxel,0.0,M,osimertinib,2e-09,M,0.015580000000000002,0.0014199999999999998,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-09,
HTS015,2017-06-02,PC9c1-D6a,93974.0,I09,PC9c1-D6a_I09,PC9c1,docetaxel,3.06e-07,M,osimertinib,2e-08,M,-0.02188,0.00512,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-08,
HTS015,2017-06-02,PC9c1-D6a,93974.0,I10,PC9c1-D6a_I10,PC9c1,docetaxel,9.28e-08,M,osimertinib,2e-08,M,-0.022690000000000002,0.0028,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-08,
HTS015,2017-06-02,PC9c1-D6a,93974.0,I11,PC9c1-D6a_I11,PC9c1,docetaxel,2.81e-08,M,osimertinib,2e-08,M,-0.01217,0.0022199999999999998,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-08,
HTS015,2017-06-02,PC9c1-D6a,93974.0,I12,PC9c1-D6a_I12,PC9c1,docetaxel,8.5e-09,M,osimertinib,2e-08,M,-0.00968,0.00218,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-08,
HTS015,2017-06-02,PC9c1-D6a,93974.0,I13,PC9c1-D6a_I13,PC9c1,docetaxel,2.6e-09,M,osimertinib,2e-08,M,-0.00358,0.0015400000000000001,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-08,
HTS015,2017-06-02,PC9c1-D6a,93974.0,I14,PC9c1-D6a_I14,PC9c1,docetaxel,8e-10,M,osimertinib,2e-08,M,0.00673,0.00124,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-08,0.14982600503173285
HTS015,2017-06-02,PC9c1-D6a,93974.0,I15,PC9c1-D6a_I15,PC9c1,docetaxel,0.0,M,osimertinib,2e-08,M,0.00446,0.00101,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-08,
HTS015,2017-06-02,PC9c1-D6a,93974.0,J09,PC9c1-D6a_J09,PC9c1,docetaxel,3.06e-07,M,osimertinib,2e-07,M,-0.015090000000000001,0.0035299999999999997,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-07,
HTS015,2017-06-02,PC9c1-D6a,93974.0,J10,PC9c1-D6a_J10,PC9c1,docetaxel,9.28e-08,M,osimertinib,2e-07,M,-0.01671,0.0025800000000000003,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-07,
HTS015,2017-06-02,PC9c1-D6a,93974.0,J11,PC9c1-D6a_J11,PC9c1,docetaxel,2.81e-08,M,osimertinib,2e-07,M,-0.005379999999999999,0.00231,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-07,
HTS015,2017-06-02,PC9c1-D6a,93974.0,J12,PC9c1-D6a_J12,PC9c1,docetaxel,8.5e-09,M,osimertinib,2e-07,M,-0.007940000000000001,0.0005,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-07,
HTS015,2017-06-02,PC9c1-D6a,93974.0,J13,PC9c1-D6a_J13,PC9c1,docetaxel,2.6e-09,M,osimertinib,2e-07,M,0.0061200000000000004,0.0029,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-07,0.553703142759079
HTS015,2017-06-02,PC9c1-D6a,93974.0,J14,PC9c1-D6a_J14,PC9c1,docetaxel,8e-10,M,osimertinib,2e-07,M,0.00658,0.00145,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-07,0.44155515998957784
HTS015,2017-06-02,PC9c1-D6a,93974.0,J15,PC9c1-D6a_J15,PC9c1,docetaxel,0.0,M,osimertinib,2e-07,M,0.00447,0.00105,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-07,
HTS015,2017-06-03,PC9c1-D6b,94005.0,G09,PC9c1-D6b_G09,PC9c1,docetaxel,3.06e-07,M,osimertinib,0.0,M,-0.008879999999999999,0.00519,PC9c1_Docetaxel,PC9c1_Docetaxel_0,
HTS015,2017-06-03,PC9c1-D6b,94005.0,G10,PC9c1-D6b_G10,PC9c1,docetaxel,9.28e-08,M,osimertinib,0.0,M,-0.00634,0.00449,PC9c1_Docetaxel,PC9c1_Docetaxel_0,
HTS015,2017-06-03,PC9c1-D6b,94005.0,G11,PC9c1-D6b_G11,PC9c1,docetaxel,2.81e-08,M,osimertinib,0.0,M,-0.00627,0.00105,PC9c1_Docetaxel,PC9c1_Docetaxel_0,
HTS015,2017-06-03,PC9c1-D6b,94005.0,G12,PC9c1-D6b_G12,PC9c1,docetaxel,8.5e-09,M,osimertinib,0.0,M,-0.01115,0.00082,PC9c1_Docetaxel,PC9c1_Docetaxel_0,
HTS015,2017-06-03,PC9c1-D6b,94005.0,G13,PC9c1-D6b_G13,PC9c1,docetaxel,2.6e-09,M,osimertinib,0.0,M,0.00558,0.00162,PC9c1_Docetaxel,PC9c1_Docetaxel_0,
HTS015,2017-06-03,PC9c1-D6b,94005.0,G14,PC9c1-D6b_G14,PC9c1,docetaxel,8e-10,M,osimertinib,0.0,M,0.038310000000000004,0.00148,PC9c1_Docetaxel,PC9c1_Docetaxel_0,
HTS015,2017-06-03,PC9c1-D6b,94005.0,G15,PC9c1-D6b_G15,PC9c1,docetaxel,0.0,M,osimertinib,0.0,M,0.03851,0.00147,PC9c1_Docetaxel,PC9c1_Docetaxel_0,
HTS015,2017-06-03,PC9c1-D6b,94005.0,H09,PC9c1-D6b_H09,PC9c1,docetaxel,3.06e-07,M,osimertinib,2e-09,M,-0.017730000000000003,0.0041600000000000005,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-09,
HTS015,2017-06-03,PC9c1-D6b,94005.0,H10,PC9c1-D6b_H10,PC9c1,docetaxel,9.28e-08,M,osimertinib,2e-09,M,-0.02396,0.00351,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-09,
HTS015,2017-06-03,PC9c1-D6b,94005.0,H11,PC9c1-D6b_H11,PC9c1,docetaxel,2.81e-08,M,osimertinib,2e-09,M,-0.01864,0.0018399999999999998,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-09,
HTS015,2017-06-03,PC9c1-D6b,94005.0,H12,PC9c1-D6b_H12,PC9c1,docetaxel,8.5e-09,M,osimertinib,2e-09,M,-0.0054399999999999995,0.0012900000000000001,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-09,
HTS015,2017-06-03,PC9c1-D6b,94005.0,H13,PC9c1-D6b_H13,PC9c1,docetaxel,2.6e-09,M,osimertinib,2e-09,M,-0.00439,0.00242,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-09,
HTS015,2017-06-03,PC9c1-D6b,94005.0,H14,PC9c1-D6b_H14,PC9c1,docetaxel,8e-10,M,osimertinib,2e-09,M,0.01819,0.0009199999999999999,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-09,0.16636677296723484
HTS015,2017-06-03,PC9c1-D6b,94005.0,H15,PC9c1-D6b_H15,PC9c1,docetaxel,0.0,M,osimertinib,2e-09,M,0.01929,0.00168,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-09,
HTS015,2017-06-03,PC9c1-D6b,94005.0,I09,PC9c1-D6b_I09,PC9c1,docetaxel,3.06e-07,M,osimertinib,2e-08,M,-0.03286,0.004220000000000001,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-08,
HTS015,2017-06-03,PC9c1-D6b,94005.0,I10,PC9c1-D6b_I10,PC9c1,docetaxel,9.28e-08,M,osimertinib,2e-08,M,-0.02422,0.00371,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-08,
HTS015,2017-06-03,PC9c1-D6b,94005.0,I11,PC9c1-D6b_I11,PC9c1,docetaxel,2.81e-08,M,osimertinib,2e-08,M,-0.01658,0.00157,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-08,
HTS015,2017-06-03,PC9c1-D6b,94005.0,I12,PC9c1-D6b_I12,PC9c1,docetaxel,8.5e-09,M,osimertinib,2e-08,M,-0.01103,0.0022199999999999998,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-08,
HTS015,2017-06-03,PC9c1-D6b,94005.0,I13,PC9c1-D6b_I13,PC9c1,docetaxel,2.6e-09,M,osimertinib,2e-08,M,-0.00656,0.00131,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-08,
HTS015,2017-06-03,PC9c1-D6b,94005.0,I14,PC9c1-D6b_I14,PC9c1,docetaxel,8e-10,M,osimertinib,2e-08,M,0.01028,0.007790000000000001,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-08,0.24852120187044874
HTS015,2017-06-03,PC9c1-D6b,94005.0,I15,PC9c1-D6b_I15,PC9c1,docetaxel,0.0,M,osimertinib,2e-08,M,0.00619,0.00164,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-08,
HTS015,2017-06-03,PC9c1-D6b,94005.0,J09,PC9c1-D6b_J09,PC9c1,docetaxel,3.06e-07,M,osimertinib,2e-07,M,-0.01637,0.0049700000000000005,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-07,
HTS015,2017-06-03,PC9c1-D6b,94005.0,J10,PC9c1-D6b_J10,PC9c1,docetaxel,9.28e-08,M,osimertinib,2e-07,M,-0.02368,0.00511,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-07,
HTS015,2017-06-03,PC9c1-D6b,94005.0,J11,PC9c1-D6b_J11,PC9c1,docetaxel,2.81e-08,M,osimertinib,2e-07,M,-0.0148,0.0034700000000000004,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-07,
HTS015,2017-06-03,PC9c1-D6b,94005.0,J12,PC9c1-D6b_J12,PC9c1,docetaxel,8.5e-09,M,osimertinib,2e-07,M,-0.0117,0.00232,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-07,
HTS015,2017-06-03,PC9c1-D6b,94005.0,J13,PC9c1-D6b_J13,PC9c1,docetaxel,2.6e-09,M,osimertinib,2e-07,M,-0.00406,0.00122,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-07,
HTS015,2017-06-03,PC9c1-D6b,94005.0,J14,PC9c1-D6b_J14,PC9c1,docetaxel,8e-10,M,osimertinib,2e-07,M,0.00312,0.0016300000000000002,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-07,
HTS015,2017-06-03,PC9c1-D6b,94005.0,J15,PC9c1-D6b_J15,PC9c1,docetaxel,0.0,M,osimertinib,2e-07,M,0.00432,0.00064,PC9c1_Docetaxel,PC9c1_Docetaxel_2e-07,
HTS015,2017-06-02,PC9c1-D3a,93968.0,C02,PC9c1-D3a_C02,PC9c1,dronedarone,1e-05,M,osimertinib,0.0,M,-0.04104,0.01404,PC9c1_Dronedarone,PC9c1_Dronedarone_0,
HTS015,2017-06-02,PC9c1-D3a,93968.0,C03,PC9c1-D3a_C03,PC9c1,dronedarone,3.1e-06,M,osimertinib,0.0,M,0.0375,0.00066,PC9c1_Dronedarone,PC9c1_Dronedarone_0,
HTS015,2017-06-02,PC9c1-D3a,93968.0,C04,PC9c1-D3a_C04,PC9c1,dronedarone,1.11e-06,M,osimertinib,0.0,M,0.03982,0.00066,PC9c1_Dronedarone,PC9c1_Dronedarone_0,
HTS015,2017-06-02,PC9c1-D3a,93968.0,C05,PC9c1-D3a_C05,PC9c1,dronedarone,3.7e-07,M,osimertinib,0.0,M,0.03845,0.00121,PC9c1_Dronedarone,PC9c1_Dronedarone_0,
HTS015,2017-06-02,PC9c1-D3a,93968.0,C06,PC9c1-D3a_C06,PC9c1,dronedarone,1.23e-07,M,osimertinib,0.0,M,0.03745,0.00095,PC9c1_Dronedarone,PC9c1_Dronedarone_0,
HTS015,2017-06-02,PC9c1-D3a,93968.0,C07,PC9c1-D3a_C07,PC9c1,dronedarone,4.1100000000000004e-08,M,osimertinib,0.0,M,0.03782,0.00116,PC9c1_Dronedarone,PC9c1_Dronedarone_0,
HTS015,2017-06-02,PC9c1-D3a,93968.0,C08,PC9c1-D3a_C08,PC9c1,dronedarone,0.0,M,osimertinib,0.0,M,0.036910000000000005,0.00062,PC9c1_Dronedarone,PC9c1_Dronedarone_0,
HTS015,2017-06-02,PC9c1-D3a,93968.0,D02,PC9c1-D3a_D02,PC9c1,dronedarone,1e-05,M,osimertinib,2e-09,M,0.0,0.0,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-09,
HTS015,2017-06-02,PC9c1-D3a,93968.0,D03,PC9c1-D3a_D03,PC9c1,dronedarone,3.1e-06,M,osimertinib,2e-09,M,0.01564,0.00098,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-09,0.2859087088028986
HTS015,2017-06-02,PC9c1-D3a,93968.0,D04,PC9c1-D3a_D04,PC9c1,dronedarone,1.11e-06,M,osimertinib,2e-09,M,0.016919999999999998,0.0013,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-09,0.12337618857433581
HTS015,2017-06-02,PC9c1-D3a,93968.0,D05,PC9c1-D3a_D05,PC9c1,dronedarone,3.7e-07,M,osimertinib,2e-09,M,0.01523,0.0012900000000000001,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-09,0.05739545812706038
HTS015,2017-06-02,PC9c1-D3a,93968.0,D06,PC9c1-D3a_D06,PC9c1,dronedarone,1.23e-07,M,osimertinib,2e-09,M,0.015880000000000002,0.0009599999999999999,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-09,0.038385024503927494
HTS015,2017-06-02,PC9c1-D3a,93968.0,D07,PC9c1-D3a_D07,PC9c1,dronedarone,4.1100000000000004e-08,M,osimertinib,2e-09,M,0.018340000000000002,0.00073,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-09,0.03727767041928107
HTS015,2017-06-02,PC9c1-D3a,93968.0,D08,PC9c1-D3a_D08,PC9c1,dronedarone,0.0,M,osimertinib,2e-09,M,0.01842,0.0006799999999999999,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-09,
HTS015,2017-06-02,PC9c1-D3a,93968.0,E02,PC9c1-D3a_E02,PC9c1,dronedarone,1e-05,M,osimertinib,2e-08,M,-0.02096,0.01907,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-08,
HTS015,2017-06-02,PC9c1-D3a,93968.0,E03,PC9c1-D3a_E03,PC9c1,dronedarone,3.1e-06,M,osimertinib,2e-08,M,0.0017800000000000001,0.0005,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-08,
HTS015,2017-06-02,PC9c1-D3a,93968.0,E04,PC9c1-D3a_E04,PC9c1,dronedarone,1.11e-06,M,osimertinib,2e-08,M,0.0050100000000000006,0.00107,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-08,
HTS015,2017-06-02,PC9c1-D3a,93968.0,E05,PC9c1-D3a_E05,PC9c1,dronedarone,3.7e-07,M,osimertinib,2e-08,M,0.00655,0.0018,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-08,0.06804599457152286
HTS015,2017-06-02,PC9c1-D3a,93968.0,E06,PC9c1-D3a_E06,PC9c1,dronedarone,1.23e-07,M,osimertinib,2e-08,M,0.0129,0.0018899999999999998,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-08,0.21997593907062354
HTS015,2017-06-02,PC9c1-D3a,93968.0,E07,PC9c1-D3a_E07,PC9c1,dronedarone,4.1100000000000004e-08,M,osimertinib,2e-08,M,0.0034,0.00117,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-08,
HTS015,2017-06-02,PC9c1-D3a,93968.0,E08,PC9c1-D3a_E08,PC9c1,dronedarone,0.0,M,osimertinib,2e-08,M,0.0048,0.00131,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-08,
HTS015,2017-06-02,PC9c1-D3a,93968.0,F02,PC9c1-D3a_F02,PC9c1,dronedarone,1e-05,M,osimertinib,2e-07,M,-0.0406,0.00418,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-07,
HTS015,2017-06-02,PC9c1-D3a,93968.0,F03,PC9c1-D3a_F03,PC9c1,dronedarone,3.1e-06,M,osimertinib,2e-07,M,-0.0015400000000000001,0.00056,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-07,
HTS015,2017-06-02,PC9c1-D3a,93968.0,F04,PC9c1-D3a_F04,PC9c1,dronedarone,1.11e-06,M,osimertinib,2e-07,M,0.00443,0.00079,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-07,
HTS015,2017-06-02,PC9c1-D3a,93968.0,F05,PC9c1-D3a_F05,PC9c1,dronedarone,3.7e-07,M,osimertinib,2e-07,M,0.0057,0.00085,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-07,0.10508191495973385
HTS015,2017-06-02,PC9c1-D3a,93968.0,F06,PC9c1-D3a_F06,PC9c1,dronedarone,1.23e-07,M,osimertinib,2e-07,M,0.00324,0.0009199999999999999,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-07,
HTS015,2017-06-02,PC9c1-D3a,93968.0,F07,PC9c1-D3a_F07,PC9c1,dronedarone,4.1100000000000004e-08,M,osimertinib,2e-07,M,0.0069299999999999995,0.00201,PC9c1_Dronedarone,PC9c1_Dronedarone_2e-07,0.503746860202384
