,expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,time,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,cell.count,ch2.pos,image.time,orig.cell.count,ch2posfrac,per_via,per_via_std
21735,HTS018,2017-07-28,PC9c1-O2b,95637,H14,PC9c1-O2b_H14,PC9c1,-15.7,osimertinib,0.0,M,dasatinib,1e-06,M,47,0,2017-07-27 23:20:19,47,0.0,0.0692770736179,0.00473750468922
21736,HTS018,2017-07-28,PC9c1-O2b,95637,G14,PC9c1-O2b_G14,PC9c1,-15.7,osimertinib,2e-10,M,dasatinib,1e-06,M,35,0,2017-07-27 23:20:19,35,0.0,0.115325802604,0.00788654170988
21737,HTS018,2017-07-28,PC9c1-O2b,95637,F14,PC9c1-O2b_F14,PC9c1,-15.7,osimertinib,7.8e-10,M,dasatinib,1e-06,M,29,0,2017-07-27 23:20:19,29,0.0,0.122189164829,0.008355891944
21738,HTS018,2017-07-28,PC9c1-O2b,95637,E14,PC9c1-O2b_E14,PC9c1,-15.7,osimertinib,3.1e-09,M,dasatinib,1e-06,M,29,0,2017-07-27 23:20:19,29,0.0,0.132349956772,0.00905073652916
21739,HTS018,2017-07-28,PC9c1-O2b,95637,D14,PC9c1-O2b_D14,PC9c1,-15.7,osimertinib,1.2e-08,M,dasatinib,1e-06,M,42,0,2017-07-27 23:20:19,42,0.0,0.157671786966,0.0107823669664
21740,HTS018,2017-07-28,PC9c1-O2b,95637,C14,PC9c1-O2b_C14,PC9c1,-15.7,osimertinib,5e-08,M,dasatinib,1e-06,M,36,0,2017-07-27 23:20:19,36,0.0,0.149154514893,0.0101999142981
21741,HTS018,2017-07-28,PC9c1-O2b,95637,B14,PC9c1-O2b_B14,PC9c1,-15.7,osimertinib,2e-07,M,dasatinib,1e-06,M,26,0,2017-07-27 23:20:19,26,0.0,0.136060055325,0.00930445119076
21742,HTS018,2017-07-28,PC9c1-O2b,95637,B15,PC9c1-O2b_B15,PC9c1,-15.7,osimertinib,2e-07,M,dasatinib,2.5e-07,M,32,0,2017-07-27 23:20:19,32,0.0,0.171211399703,0.0117082718218
21743,HTS018,2017-07-28,PC9c1-O2b,95637,C15,PC9c1-O2b_C15,PC9c1,-15.7,osimertinib,5e-08,M,dasatinib,2.5e-07,M,27,1,2017-07-27 23:20:19,27,0.037037037037,0.323017987627,0.0220895478283
21744,HTS018,2017-07-28,PC9c1-O2b,95637,D15,PC9c1-O2b_D15,PC9c1,-15.7,osimertinib,1.2e-08,M,dasatinib,2.5e-07,M,27,0,2017-07-27 23:20:19,27,0.0,0.148914106885,0.0101834740242
21745,HTS018,2017-07-28,PC9c1-O2b,95637,E15,PC9c1-O2b_E15,PC9c1,-15.7,osimertinib,3.1e-09,M,dasatinib,2.5e-07,M,38,0,2017-07-27 23:20:19,38,0.0,0.143681626904,0.00982565148421
21746,HTS018,2017-07-28,PC9c1-O2b,95637,F15,PC9c1-O2b_F15,PC9c1,-15.7,osimertinib,7.8e-10,M,dasatinib,2.5e-07,M,36,0,2017-07-27 23:20:19,36,0.0,0.111631215821,0.00763388781882
21747,HTS018,2017-07-28,PC9c1-O2b,95637,G15,PC9c1-O2b_G15,PC9c1,-15.7,osimertinib,2e-10,M,dasatinib,2.5e-07,M,25,0,2017-07-27 23:20:19,25,0.0,0.115261531848,0.00788214656161
21748,HTS018,2017-07-28,PC9c1-O2b,95637,H15,PC9c1-O2b_H15,PC9c1,-15.7,osimertinib,0.0,M,dasatinib,2.5e-07,M,36,0,2017-07-27 23:20:19,36,0.0,0.160130410585,0.010950499659
21749,HTS018,2017-07-28,PC9c1-O2b,95637,I15,PC9c1-O2b_I15,PC9c1,-15.7,osimertinib,2e-07,M,olaparib,1.2e-06,M,47,0,2017-07-27 23:20:19,47,0.0,0.356817035755,0.0244008918363
21750,HTS018,2017-07-28,PC9c1-O2b,95637,J15,PC9c1-O2b_J15,PC9c1,-15.7,osimertinib,5e-08,M,olaparib,1.2e-06,M,49,0,2017-07-27 23:20:19,49,0.0,0.315059939884,0.0215453376512
21751,HTS018,2017-07-28,PC9c1-O2b,95637,K15,PC9c1-O2b_K15,PC9c1,-15.7,osimertinib,1.2e-08,M,olaparib,1.2e-06,M,48,1,2017-07-27 23:20:19,48,0.0208333333333,0.383942525358,0.0262558653142
21752,HTS018,2017-07-28,PC9c1-O2b,95637,L15,PC9c1-O2b_L15,PC9c1,-15.7,osimertinib,3.1e-09,M,olaparib,1.2e-06,M,45,0,2017-07-27 23:20:19,45,0.0,0.53423926682,0.0365338906445
21753,HTS018,2017-07-28,PC9c1-O2b,95637,M15,PC9c1-O2b_M15,PC9c1,-15.7,osimertinib,7.8e-10,M,olaparib,1.2e-06,M,35,0,2017-07-27 23:20:19,35,0.0,0.697202970732,0.047678144741
21754,HTS018,2017-07-28,PC9c1-O2b,95637,N15,PC9c1-O2b_N15,PC9c1,-15.7,osimertinib,2e-10,M,olaparib,1.2e-06,M,46,0,2017-07-27 23:20:19,46,0.0,0.628715568923,0.0429946416673
21755,HTS018,2017-07-28,PC9c1-O2b,95637,O15,PC9c1-O2b_O15,PC9c1,-15.7,osimertinib,0.0,M,olaparib,1.2e-06,M,36,0,2017-07-27 23:20:19,36,0.0,0.87758019266,0.0600132202585
21756,HTS018,2017-07-28,PC9c1-O2b,95637,O16,PC9c1-O2b_O16,PC9c1,-15.7,osimertinib,0.0,M,olaparib,3.1e-07,M,24,0,2017-07-27 23:20:19,24,0.0,1.11111423626,0.0759834188954
21757,HTS018,2017-07-28,PC9c1-O2b,95637,N16,PC9c1-O2b_N16,PC9c1,-15.7,osimertinib,2e-10,M,olaparib,3.1e-07,M,25,0,2017-07-27 23:20:19,25,0.0,0.884206679133,0.0604663717717
21758,HTS018,2017-07-28,PC9c1-O2b,95637,M16,PC9c1-O2b_M16,PC9c1,-15.7,osimertinib,7.8e-10,M,olaparib,3.1e-07,M,30,0,2017-07-27 23:20:19,30,0.0,0.863396482426,0.0590432688701
21759,HTS018,2017-07-28,PC9c1-O2b,95637,L16,PC9c1-O2b_L16,PC9c1,-15.7,osimertinib,3.1e-09,M,olaparib,3.1e-07,M,41,0,2017-07-27 23:20:19,41,0.0,0.634588666949,0.0433962727984
21760,HTS018,2017-07-28,PC9c1-O2b,95637,K16,PC9c1-O2b_K16,PC9c1,-15.7,osimertinib,1.2e-08,M,olaparib,3.1e-07,M,40,0,2017-07-27 23:20:19,40,0.0,0.367620770472,0.0251397039888
21761,HTS018,2017-07-28,PC9c1-O2b,95637,J16,PC9c1-O2b_J16,PC9c1,-15.7,osimertinib,5e-08,M,olaparib,3.1e-07,M,32,0,2017-07-27 23:20:19,32,0.0,0.338479829422,0.0231469040961
21762,HTS018,2017-07-28,PC9c1-O2b,95637,I16,PC9c1-O2b_I16,PC9c1,-15.7,osimertinib,2e-07,M,olaparib,3.1e-07,M,36,0,2017-07-27 23:20:19,36,0.0,0.375347421707,0.0256680901424
21763,HTS018,2017-07-28,PC9c1-O2b,95637,H16,PC9c1-O2b_H16,PC9c1,-15.7,osimertinib,0.0,M,dasatinib,6.3e-08,M,34,0,2017-07-27 23:20:19,34,0.0,0.355916276035,0.0243392934867
21764,HTS018,2017-07-28,PC9c1-O2b,95637,G16,PC9c1-O2b_G16,PC9c1,-15.7,osimertinib,2e-10,M,dasatinib,6.3e-08,M,32,0,2017-07-27 23:20:19,32,0.0,0.231358271526,0.0158214087144
21765,HTS018,2017-07-28,PC9c1-O2b,95637,F16,PC9c1-O2b_F16,PC9c1,-15.7,osimertinib,7.8e-10,M,dasatinib,6.3e-08,M,45,0,2017-07-27 23:20:19,45,0.0,0.211195257259,0.0144425633092
21766,HTS018,2017-07-28,PC9c1-O2b,95637,E16,PC9c1-O2b_E16,PC9c1,-15.7,osimertinib,3.1e-09,M,dasatinib,6.3e-08,M,48,0,2017-07-27 23:20:19,48,0.0,0.103805390777,0.00709871967577
21767,HTS018,2017-07-28,PC9c1-O2b,95637,D16,PC9c1-O2b_D16,PC9c1,-15.7,osimertinib,1.2e-08,M,dasatinib,6.3e-08,M,36,0,2017-07-27 23:20:19,36,0.0,0.197014924693,0.0134728429022
21768,HTS018,2017-07-28,PC9c1-O2b,95637,C16,PC9c1-O2b_C16,PC9c1,-15.7,osimertinib,5e-08,M,dasatinib,6.3e-08,M,30,0,2017-07-27 23:20:19,30,0.0,0.191578790514,0.0131010934934
21769,HTS018,2017-07-28,PC9c1-O2b,95637,B16,PC9c1-O2b_B16,PC9c1,-15.7,osimertinib,2e-07,M,dasatinib,6.3e-08,M,48,0,2017-07-27 23:20:19,48,0.0,0.181989202519,0.0124453106243
21770,HTS018,2017-07-28,PC9c1-O2b,95637,B17,PC9c1-O2b_B17,PC9c1,-15.7,osimertinib,2e-07,M,dasatinib,1.6e-08,M,25,0,2017-07-27 23:20:19,25,0.0,0.249278173657,0.0170468591548
21771,HTS018,2017-07-28,PC9c1-O2b,95637,C17,PC9c1-O2b_C17,PC9c1,-15.7,osimertinib,5e-08,M,dasatinib,1.6e-08,M,24,0,2017-07-27 23:20:19,24,0.0,0.292241345547,0.0199848907093
21772,HTS018,2017-07-28,PC9c1-O2b,95637,D17,PC9c1-O2b_D17,PC9c1,-15.7,osimertinib,1.2e-08,M,dasatinib,1.6e-08,M,28,0,2017-07-27 23:20:19,28,0.0,0.129689586058,0.00886880738468
21773,HTS018,2017-07-28,PC9c1-O2b,95637,E17,PC9c1-O2b_E17,PC9c1,-15.7,osimertinib,3.1e-09,M,dasatinib,1.6e-08,M,44,0,2017-07-27 23:20:19,44,0.0,0.15083325527,0.0103147147652
21774,HTS018,2017-07-28,PC9c1-O2b,95637,F17,PC9c1-O2b_F17,PC9c1,-15.7,osimertinib,7.8e-10,M,dasatinib,1.6e-08,M,35,0,2017-07-27 23:20:19,35,0.0,0.348982315883,0.0238651154215
21775,HTS018,2017-07-28,PC9c1-O2b,95637,G17,PC9c1-O2b_G17,PC9c1,-15.7,osimertinib,2e-10,M,dasatinib,1.6e-08,M,37,0,2017-07-27 23:20:19,37,0.0,0.313928817142,0.021467985953
21776,HTS018,2017-07-28,PC9c1-O2b,95637,H17,PC9c1-O2b_H17,PC9c1,-15.7,osimertinib,0.0,M,dasatinib,1.6e-08,M,36,0,2017-07-27 23:20:19,36,0.0,0.386992974743,0.0264644699436
21777,HTS018,2017-07-28,PC9c1-O2b,95637,I17,PC9c1-O2b_I17,PC9c1,-15.7,osimertinib,2e-07,M,olaparib,7.8e-08,M,29,0,2017-07-27 23:20:19,29,0.0,0.433397135435,0.0296378131205
21778,HTS018,2017-07-28,PC9c1-O2b,95637,J17,PC9c1-O2b_J17,PC9c1,-15.7,osimertinib,5e-08,M,olaparib,7.8e-08,M,33,0,2017-07-27 23:20:19,33,0.0,0.253045030824,0.0173044552477
21779,HTS018,2017-07-28,PC9c1-O2b,95637,K17,PC9c1-O2b_K17,PC9c1,-15.7,osimertinib,1.2e-08,M,olaparib,7.8e-08,M,44,0,2017-07-27 23:20:19,44,0.0,0.573115158842,0.0391924140366
21780,HTS018,2017-07-28,PC9c1-O2b,95637,L17,PC9c1-O2b_L17,PC9c1,-15.7,osimertinib,3.1e-09,M,olaparib,7.8e-08,M,35,0,2017-07-27 23:20:19,35,0.0,0.625779739773,0.0427938753295
21781,HTS018,2017-07-28,PC9c1-O2b,95637,M17,PC9c1-O2b_M17,PC9c1,-15.7,osimertinib,7.8e-10,M,olaparib,7.8e-08,M,46,0,2017-07-27 23:20:19,46,0.0,0.822927573453,0.0562758071975
21782,HTS018,2017-07-28,PC9c1-O2b,95637,N17,PC9c1-O2b_N17,PC9c1,-15.7,osimertinib,2e-10,M,olaparib,7.8e-08,M,30,0,2017-07-27 23:20:19,30,0.0,0.970526366473,0.0663693336347
21783,HTS018,2017-07-28,PC9c1-O2b,95637,O17,PC9c1-O2b_O17,PC9c1,-15.7,osimertinib,0.0,M,olaparib,7.8e-08,M,24,0,2017-07-27 23:20:19,24,0.0,1.02965459002,0.0704128103822
21784,HTS018,2017-07-28,PC9c1-O2b,95637,O18,PC9c1-O2b_O18,PC9c1,-15.7,osimertinib,0.0,M,olaparib,2e-08,M,35,0,2017-07-27 23:20:19,35,0.0,1.0235512976,0.0699954374341
21785,HTS018,2017-07-28,PC9c1-O2b,95637,N18,PC9c1-O2b_N18,PC9c1,-15.7,osimertinib,2e-10,M,olaparib,2e-08,M,30,0,2017-07-27 23:20:19,30,0.0,0.662721170586,0.0453201108149
21786,HTS018,2017-07-28,PC9c1-O2b,95637,M18,PC9c1-O2b_M18,PC9c1,-15.7,osimertinib,7.8e-10,M,olaparib,2e-08,M,44,0,2017-07-27 23:20:19,44,0.0,0.721454294634,0.049336568729
21787,HTS018,2017-07-28,PC9c1-O2b,95637,L18,PC9c1-O2b_L18,PC9c1,-15.7,osimertinib,3.1e-09,M,olaparib,2e-08,M,36,0,2017-07-27 23:20:19,36,0.0,0.594297437724,0.0406409617349
21788,HTS018,2017-07-28,PC9c1-O2b,95637,K18,PC9c1-O2b_K18,PC9c1,-15.7,osimertinib,1.2e-08,M,olaparib,2e-08,M,44,0,2017-07-27 23:20:19,44,0.0,0.481887715226,0.0329538358268
21789,HTS018,2017-07-28,PC9c1-O2b,95637,J18,PC9c1-O2b_J18,PC9c1,-15.7,osimertinib,5e-08,M,olaparib,2e-08,M,29,0,2017-07-27 23:20:19,29,0.0,0.373919637221,0.025570451265
21790,HTS018,2017-07-28,PC9c1-O2b,95637,I18,PC9c1-O2b_I18,PC9c1,-15.7,osimertinib,2e-07,M,olaparib,2e-08,M,20,0,2017-07-27 23:20:19,20,0.0,0.383188738431,0.0262043176822
21791,HTS018,2017-07-28,PC9c1-O2b,95637,H18,PC9c1-O2b_H18,PC9c1,-15.7,osimertinib,0.0,M,dasatinib,3.9e-09,M,41,0,2017-07-27 23:20:19,41,0.0,0.619549387445,0.0423678134041
21792,HTS018,2017-07-28,PC9c1-O2b,95637,G18,PC9c1-O2b_G18,PC9c1,-15.7,osimertinib,2e-10,M,dasatinib,3.9e-09,M,34,0,2017-07-27 23:20:19,34,0.0,0.732905612967,0.0501196658124
21793,HTS018,2017-07-28,PC9c1-O2b,95637,F18,PC9c1-O2b_F18,PC9c1,-15.7,osimertinib,7.8e-10,M,dasatinib,3.9e-09,M,25,0,2017-07-27 23:20:19,25,0.0,0.468447774996,0.0320347470642
21794,HTS018,2017-07-28,PC9c1-O2b,95637,E18,PC9c1-O2b_E18,PC9c1,-15.7,osimertinib,3.1e-09,M,dasatinib,3.9e-09,M,37,0,2017-07-27 23:20:19,37,0.0,0.225911542698,0.0154489347917
21795,HTS018,2017-07-28,PC9c1-O2b,95637,D18,PC9c1-O2b_D18,PC9c1,-15.7,osimertinib,1.2e-08,M,dasatinib,3.9e-09,M,46,1,2017-07-27 23:20:19,46,0.0217391304348,0.204484242682,0.0139836313514
21796,HTS018,2017-07-28,PC9c1-O2b,95637,C18,PC9c1-O2b_C18,PC9c1,-15.7,osimertinib,5e-08,M,dasatinib,3.9e-09,M,32,0,2017-07-27 23:20:19,32,0.0,0.194912690326,0.0133290818475
21797,HTS018,2017-07-28,PC9c1-O2b,95637,B18,PC9c1-O2b_B18,PC9c1,-15.7,osimertinib,2e-07,M,dasatinib,3.9e-09,M,30,0,2017-07-27 23:20:19,30,0.0,0.249601164982,0.0170689468793
21798,HTS018,2017-07-28,PC9c1-O2b,95637,B19,PC9c1-O2b_B19,PC9c1,-15.7,osimertinib,2e-07,M,dasatinib,9.8e-10,M,36,0,2017-07-27 23:20:19,36,0.0,0.276814375405,0.0189299191354
21799,HTS018,2017-07-28,PC9c1-O2b,95637,C19,PC9c1-O2b_C19,PC9c1,-15.7,osimertinib,5e-08,M,dasatinib,9.8e-10,M,31,0,2017-07-27 23:20:19,31,0.0,0.194962361798,0.0133324786254
21800,HTS018,2017-07-28,PC9c1-O2b,95637,D19,PC9c1-O2b_D19,PC9c1,-15.7,osimertinib,1.2e-08,M,dasatinib,9.8e-10,M,37,0,2017-07-27 23:20:19,37,0.0,0.230536343908,0.015765201289
21801,HTS018,2017-07-28,PC9c1-O2b,95637,E19,PC9c1-O2b_E19,PC9c1,-15.7,osimertinib,3.1e-09,M,dasatinib,9.8e-10,M,32,0,2017-07-27 23:20:19,32,0.0,0.284801927323,0.0194761469521
21802,HTS018,2017-07-28,PC9c1-O2b,95637,F19,PC9c1-O2b_F19,PC9c1,-15.7,osimertinib,7.8e-10,M,dasatinib,9.8e-10,M,26,0,2017-07-27 23:20:19,26,0.0,0.457671522977,0.0312978143128
21803,HTS018,2017-07-28,PC9c1-O2b,95637,G19,PC9c1-O2b_G19,PC9c1,-15.7,osimertinib,2e-10,M,dasatinib,9.8e-10,M,35,1,2017-07-27 23:20:19,35,0.0285714285714,0.648319392029,0.0443352468493
21804,HTS018,2017-07-28,PC9c1-O2b,95637,H19,PC9c1-O2b_H19,PC9c1,-15.7,osimertinib,0.0,M,dasatinib,9.8e-10,M,27,1,2017-07-27 23:20:19,27,0.037037037037,0.928386692382,0.0634876168822
21805,HTS018,2017-07-28,PC9c1-O2b,95637,I19,PC9c1-O2b_I19,PC9c1,-15.7,osimertinib,2e-07,M,olaparib,4.9e-09,M,26,0,2017-07-27 23:20:19,26,0.0,0.342452412494,0.0234185687313
21806,HTS018,2017-07-28,PC9c1-O2b,95637,J19,PC9c1-O2b_J19,PC9c1,-15.7,osimertinib,5e-08,M,olaparib,4.9e-09,M,43,0,2017-07-27 23:20:19,43,0.0,0.352377757767,0.0240973123231
21807,HTS018,2017-07-28,PC9c1-O2b,95637,K19,PC9c1-O2b_K19,PC9c1,-15.7,osimertinib,1.2e-08,M,olaparib,4.9e-09,M,38,0,2017-07-27 23:20:19,38,0.0,0.568638551586,0.0388862817658
21808,HTS018,2017-07-28,PC9c1-O2b,95637,L19,PC9c1-O2b_L19,PC9c1,-15.7,osimertinib,3.1e-09,M,olaparib,4.9e-09,M,47,0,2017-07-27 23:20:19,47,0.0,0.645506331074,0.0441428760004
21809,HTS018,2017-07-28,PC9c1-O2b,95637,M19,PC9c1-O2b_M19,PC9c1,-15.7,osimertinib,7.8e-10,M,olaparib,4.9e-09,M,44,0,2017-07-27 23:20:19,44,0.0,0.652937279405,0.044651040545
21810,HTS018,2017-07-28,PC9c1-O2b,95637,N19,PC9c1-O2b_N19,PC9c1,-15.7,osimertinib,2e-10,M,olaparib,4.9e-09,M,25,0,2017-07-27 23:20:19,25,0.0,0.544903226545,0.0372631443003
21811,HTS018,2017-07-28,PC9c1-O2b,95637,O19,PC9c1-O2b_O19,PC9c1,-15.7,osimertinib,0.0,M,olaparib,4.9e-09,M,24,0,2017-07-27 23:20:19,24,0.0,1.12422596304,0.076880062819
21812,HTS018,2017-07-28,PC9c1-O2b,95637,O20,PC9c1-O2b_O20,PC9c1,-15.7,osimertinib,0.0,M,olaparib,1.2e-09,M,18,0,2017-07-27 23:20:19,18,0.0,1.09352131629,0.074780329092
21813,HTS018,2017-07-28,PC9c1-O2b,95637,N20,PC9c1-O2b_N20,PC9c1,-15.7,osimertinib,2e-10,M,olaparib,1.2e-09,M,33,0,2017-07-27 23:20:19,33,0.0,0.932523837702,0.0637705350878
21814,HTS018,2017-07-28,PC9c1-O2b,95637,M20,PC9c1-O2b_M20,PC9c1,-15.7,osimertinib,7.8e-10,M,olaparib,1.2e-09,M,45,0,2017-07-27 23:20:19,45,0.0,0.865036737027,0.0591554374918
21815,HTS018,2017-07-28,PC9c1-O2b,95637,L20,PC9c1-O2b_L20,PC9c1,-15.7,osimertinib,3.1e-09,M,olaparib,1.2e-09,M,43,0,2017-07-27 23:20:19,43,0.0,0.663171336469,0.0453508953569
21816,HTS018,2017-07-28,PC9c1-O2b,95637,K20,PC9c1-O2b_K20,PC9c1,-15.7,osimertinib,1.2e-08,M,olaparib,1.2e-09,M,35,1,2017-07-27 23:20:19,35,0.0285714285714,0.479811408832,0.0328118478535
21817,HTS018,2017-07-28,PC9c1-O2b,95637,J20,PC9c1-O2b_J20,PC9c1,-15.7,osimertinib,5e-08,M,olaparib,1.2e-09,M,34,0,2017-07-27 23:20:19,34,0.0,0.324258825179,0.0221744023612
21818,HTS018,2017-07-28,PC9c1-O2b,95637,I20,PC9c1-O2b_I20,PC9c1,-15.7,osimertinib,2e-07,M,olaparib,1.2e-09,M,32,0,2017-07-27 23:20:19,32,0.0,0.344411761527,0.0235525585889
21819,HTS018,2017-07-28,PC9c1-O2b,95637,H20,PC9c1-O2b_H20,PC9c1,-15.7,osimertinib,0.0,M,dasatinib,2.4e-10,M,28,0,2017-07-27 23:20:19,28,0.0,1.05834759505,0.0723749782218
21820,HTS018,2017-07-28,PC9c1-O2b,95637,G20,PC9c1-O2b_G20,PC9c1,-15.7,osimertinib,2e-10,M,dasatinib,2.4e-10,M,52,0,2017-07-27 23:20:19,52,0.0,0.818715661662,0.0559877760954
21821,HTS018,2017-07-28,PC9c1-O2b,95637,F20,PC9c1-O2b_F20,PC9c1,-15.7,osimertinib,7.8e-10,M,dasatinib,2.4e-10,M,25,0,2017-07-27 23:20:19,25,0.0,0.67152931176,0.0459224545333
21822,HTS018,2017-07-28,PC9c1-O2b,95637,E20,PC9c1-O2b_E20,PC9c1,-15.7,osimertinib,3.1e-09,M,dasatinib,2.4e-10,M,28,1,2017-07-27 23:20:19,28,0.0357142857143,0.487236733899,0.0333196278518
21823,HTS018,2017-07-28,PC9c1-O2b,95637,D20,PC9c1-O2b_D20,PC9c1,-15.7,osimertinib,1.2e-08,M,dasatinib,2.4e-10,M,22,0,2017-07-27 23:20:19,22,0.0,0.300932083985,0.020579205855
21824,HTS018,2017-07-28,PC9c1-O2b,95637,C20,PC9c1-O2b_C20,PC9c1,-15.7,osimertinib,5e-08,M,dasatinib,2.4e-10,M,20,0,2017-07-27 23:20:19,20,0.0,0.210985075327,0.0144281900421
21825,HTS018,2017-07-28,PC9c1-O2b,95637,B20,PC9c1-O2b_B20,PC9c1,-15.7,osimertinib,2e-07,M,dasatinib,2.4e-10,M,38,0,2017-07-27 23:20:19,38,0.0,0.292879644144,0.0200285406852
21826,HTS018,2017-07-28,PC9c1-O2b,95637,B21,PC9c1-O2b_B21,PC9c1,-15.7,osimertinib,2e-07,M,dasatinib,6.1e-11,M,41,0,2017-07-27 23:20:19,41,0.0,0.320444263726,0.0219135440162
21827,HTS018,2017-07-28,PC9c1-O2b,95637,C21,PC9c1-O2b_C21,PC9c1,-15.7,osimertinib,5e-08,M,dasatinib,6.1e-11,M,29,0,2017-07-27 23:20:19,29,0.0,0.280658779125,0.0191928182405
21828,HTS018,2017-07-28,PC9c1-O2b,95637,D21,PC9c1-O2b_D21,PC9c1,-15.7,osimertinib,1.2e-08,M,dasatinib,6.1e-11,M,44,0,2017-07-27 23:20:19,44,0.0,0.289721965086,0.0198126031671
21829,HTS018,2017-07-28,PC9c1-O2b,95637,E21,PC9c1-O2b_E21,PC9c1,-15.7,osimertinib,3.1e-09,M,dasatinib,6.1e-11,M,37,0,2017-07-27 23:20:19,37,0.0,0.5517628946,0.0377322419092
21830,HTS018,2017-07-28,PC9c1-O2b,95637,F21,PC9c1-O2b_F21,PC9c1,-15.7,osimertinib,7.8e-10,M,dasatinib,6.1e-11,M,46,0,2017-07-27 23:20:19,46,0.0,0.803569622956,0.0549520159854
21831,HTS018,2017-07-28,PC9c1-O2b,95637,G21,PC9c1-O2b_G21,PC9c1,-15.7,osimertinib,2e-10,M,dasatinib,6.1e-11,M,29,0,2017-07-27 23:20:19,29,0.0,0.727716077178,0.049764780006
21832,HTS018,2017-07-28,PC9c1-O2b,95637,H21,PC9c1-O2b_H21,PC9c1,-15.7,osimertinib,0.0,M,dasatinib,6.1e-11,M,33,0,2017-07-27 23:20:19,33,0.0,1.07549066199,0.0735473048778
21833,HTS018,2017-07-28,PC9c1-O2b,95637,I21,PC9c1-O2b_I21,PC9c1,-15.7,osimertinib,2e-07,M,olaparib,3.1e-10,M,30,0,2017-07-27 23:20:19,30,0.0,0.339208735002,0.0231967502202
21834,HTS018,2017-07-28,PC9c1-O2b,95637,J21,PC9c1-O2b_J21,PC9c1,-15.7,osimertinib,5e-08,M,olaparib,3.1e-10,M,29,0,2017-07-27 23:20:19,29,0.0,0.356848239911,0.0244030257289
21835,HTS018,2017-07-28,PC9c1-O2b,95637,K21,PC9c1-O2b_K21,PC9c1,-15.7,osimertinib,1.2e-08,M,olaparib,3.1e-10,M,25,0,2017-07-27 23:20:19,25,0.0,0.495346843485,0.0338742367605
21836,HTS018,2017-07-28,PC9c1-O2b,95637,L21,PC9c1-O2b_L21,PC9c1,-15.7,osimertinib,3.1e-09,M,olaparib,3.1e-10,M,34,0,2017-07-27 23:20:19,34,0.0,0.909326596325,0.0621841944117
21837,HTS018,2017-07-28,PC9c1-O2b,95637,M21,PC9c1-O2b_M21,PC9c1,-15.7,osimertinib,7.8e-10,M,olaparib,3.1e-10,M,26,0,2017-07-27 23:20:19,26,0.0,0.800892289871,0.0547689268711
21838,HTS018,2017-07-28,PC9c1-O2b,95637,N21,PC9c1-O2b_N21,PC9c1,-15.7,osimertinib,2e-10,M,olaparib,3.1e-10,M,35,0,2017-07-27 23:20:19,35,0.0,0.554989146539,0.0379528687759
21839,HTS018,2017-07-28,PC9c1-O2b,95637,O21,PC9c1-O2b_O21,PC9c1,-15.7,osimertinib,0.0,M,olaparib,3.1e-10,M,27,0,2017-07-27 23:20:19,27,0.0,1.144954577,0.078297586694
21840,HTS018,2017-07-28,PC9c1-O2b,95637,O22,PC9c1-O2b_O22,PC9c1,-15.7,control,0.0,M,control,0.0,M,37,0,2017-07-27 23:20:19,37,0.0,0.962369097125,0.0658114997111
21841,HTS018,2017-07-28,PC9c1-O2b,95637,N22,PC9c1-O2b_N22,PC9c1,-15.7,osimertinib,2e-10,M,control,0.0,M,26,0,2017-07-27 23:20:19,26,0.0,1.0590805073,0.0724250983414
21842,HTS018,2017-07-28,PC9c1-O2b,95637,M22,PC9c1-O2b_M22,PC9c1,-15.7,osimertinib,7.8e-10,M,control,0.0,M,40,0,2017-07-27 23:20:19,40,0.0,0.930268407707,0.0636162977677
21843,HTS018,2017-07-28,PC9c1-O2b,95637,L22,PC9c1-O2b_L22,PC9c1,-15.7,osimertinib,3.1e-09,M,control,0.0,M,34,1,2017-07-27 23:20:19,34,0.0294117647059,0.671982916742,0.0459534742576
21844,HTS018,2017-07-28,PC9c1-O2b,95637,K22,PC9c1-O2b_K22,PC9c1,-15.7,osimertinib,1.2e-08,M,control,0.0,M,24,0,2017-07-27 23:20:19,24,0.0,0.572300994499,0.0391367375019
21845,HTS018,2017-07-28,PC9c1-O2b,95637,J22,PC9c1-O2b_J22,PC9c1,-15.7,osimertinib,5e-08,M,control,0.0,M,40,0,2017-07-27 23:20:19,40,0.0,0.383508321639,0.026226172343
21846,HTS018,2017-07-28,PC9c1-O2b,95637,I22,PC9c1-O2b_I22,PC9c1,-15.7,osimertinib,2e-07,M,control,0.0,M,21,0,2017-07-27 23:20:19,21,0.0,0.397143612123,0.0271586201101
21847,HTS018,2017-07-28,PC9c1-O2b,95637,H22,PC9c1-O2b_H22,PC9c1,-15.7,control,0.0,M,control,0.0,M,44,0,2017-07-27 23:20:19,44,0.0,1.04107466322,0.071193770771
21848,HTS018,2017-07-28,PC9c1-O2b,95637,G22,PC9c1-O2b_G22,PC9c1,-15.7,osimertinib,2e-10,M,control,0.0,M,36,0,2017-07-27 23:20:19,36,0.0,0.934730021206,0.0639214046922
21849,HTS018,2017-07-28,PC9c1-O2b,95637,F22,PC9c1-O2b_F22,PC9c1,-15.7,osimertinib,7.8e-10,M,control,0.0,M,34,0,2017-07-27 23:20:19,34,0.0,0.92201134023,0.0630516391606
