,Unnamed: 0,index,expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,time,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,cell.count,ch2.pos,image.time,orig.cell.count,per_via,per_via_std
88905,88905,93429,HTS022,2017-10-28,375-R4,97983,J10,375-R4_J10,A375,2.1,plx4720,2e-06,M,trametinib,2.4e-11,M,78,57,2017-10-27 16:03:48,78,0.163779329129,0.0129667365218
88925,88925,93449,HTS022,2017-10-28,375-R4,97983,J11,375-R4_J11,A375,2.1,plx4720,2e-06,M,trametinib,6.1e-12,M,68,53,2017-10-27 16:03:48,68,0.169955264117,0.0134556976269
88945,88945,93469,HTS022,2017-10-28,375-R4,97983,J12,375-R4_J12,A375,2.1,plx4720,2e-06,M,control,0.0,M,62,46,2017-10-27 16:03:48,62,0.261776349793,0.0207253563283
88965,88965,93489,HTS022,2017-10-28,375-R4,97983,J13,375-R4_J13,A375,2.1,plx4720,2e-06,M,pd98059,4e-07,M,102,72,2017-10-27 16:03:48,102,0.163537558905,0.0129475950904
88985,88985,93509,HTS022,2017-10-28,375-R4,97983,J14,375-R4_J14,A375,2.1,plx4720,2e-06,M,pd98059,1e-07,M,93,64,2017-10-27 16:03:48,93,0.168635734537,0.0133512278353
89005,89005,93529,HTS022,2017-10-28,375-R4,97983,J15,375-R4_J15,A375,2.1,plx4720,2e-06,M,pd98059,2.5e-08,M,85,59,2017-10-27 16:03:48,85,0.186636077901,0.0147763509624
89025,89025,93549,HTS022,2017-10-28,375-R4,97983,J16,375-R4_J16,A375,2.1,plx4720,2e-06,M,pd98059,6.2e-09,M,104,75,2017-10-27 16:03:48,104,0.174707672904,0.0138319553202
89045,89045,93569,HTS022,2017-10-28,375-R4,97983,J17,375-R4_J17,A375,2.1,plx4720,2e-06,M,pd98059,1.6e-09,M,81,61,2017-10-27 16:03:48,81,0.150703032364,0.0119314599962
89065,89065,93589,HTS022,2017-10-28,375-R4,97983,J18,375-R4_J18,A375,2.1,plx4720,2e-06,M,pd98059,3.9e-10,M,91,65,2017-10-27 16:03:48,91,0.201033571694,0.015916229295
89085,89085,93609,HTS022,2017-10-28,375-R4,97983,J19,375-R4_J19,A375,2.1,plx4720,2e-06,M,pd98059,9.8e-11,M,60,47,2017-10-27 16:03:48,60,0.196325991674,0.0155435207847
89105,89105,93629,HTS022,2017-10-28,375-R4,97983,J20,375-R4_J20,A375,2.1,plx4720,2e-06,M,pd98059,2.4e-11,M,88,54,2017-10-27 16:03:48,88,0.153766860006,0.0121740293485
89125,89125,93649,HTS022,2017-10-28,375-R4,97983,J21,375-R4_J21,A375,2.1,plx4720,2e-06,M,pd98059,6.1e-12,M,79,59,2017-10-27 16:03:48,79,0.199993228419,0.0158338632405
89145,89145,93669,HTS022,2017-10-28,375-R4,97983,J22,375-R4_J22,A375,2.1,plx4720,2e-06,M,control,0.0,M,70,47,2017-10-27 16:03:48,70,0.222352466397,0.0176040887582
89165,89165,93689,HTS022,2017-10-28,375-R4,97983,J23,375-R4_J23,A375,2.1,control,0.0,M,control,0.0,M,61,38,2017-10-27 16:03:48,61,0.789970119647,0.0625435117853
89185,89185,93709,HTS022,2017-10-28,375-R4,97983,K02,375-R4_K02,A375,2.1,control,0.0,M,control,0.0,M,76,46,2017-10-27 16:03:48,76,0.755905005433,0.0598465086717
89205,89205,93729,HTS022,2017-10-28,375-R4,97983,K03,375-R4_K03,A375,2.1,plx4720,5e-07,M,trametinib,4e-07,M,93,65,2017-10-27 16:03:48,93,0.0954593125581,0.00755770438844
89225,89225,93749,HTS022,2017-10-28,375-R4,97983,K04,375-R4_K04,A375,2.1,plx4720,5e-07,M,trametinib,1e-07,M,58,41,2017-10-27 16:03:48,58,0.13697683065,0.010844729198
89245,89245,93769,HTS022,2017-10-28,375-R4,97983,K05,375-R4_K05,A375,2.1,plx4720,5e-07,M,trametinib,2.5e-08,M,73,51,2017-10-27 16:03:48,73,0.133355856703,0.0105580494602
89265,89265,93789,HTS022,2017-10-28,375-R4,97983,K06,375-R4_K06,A375,2.1,plx4720,5e-07,M,trametinib,6.2e-09,M,89,64,2017-10-27 16:03:48,89,0.159365553516,0.0126172890931
89285,89285,93809,HTS022,2017-10-28,375-R4,97983,K07,375-R4_K07,A375,2.1,plx4720,5e-07,M,trametinib,1.6e-09,M,83,58,2017-10-27 16:03:48,83,0.157982032846,0.012507752999
89305,89305,93829,HTS022,2017-10-28,375-R4,97983,K08,375-R4_K08,A375,2.1,plx4720,5e-07,M,trametinib,3.9e-10,M,63,41,2017-10-27 16:03:48,63,0.158865700617,0.012577714741
89325,89325,93849,HTS022,2017-10-28,375-R4,97983,K09,375-R4_K09,A375,2.1,plx4720,5e-07,M,trametinib,9.8e-11,M,94,62,2017-10-27 16:03:48,94,0.168625346231,0.0133504053723
89345,89345,93869,HTS022,2017-10-28,375-R4,97983,K10,375-R4_K10,A375,2.1,plx4720,5e-07,M,trametinib,2.4e-11,M,77,61,2017-10-27 16:03:48,77,0.209008954994,0.016547656316
89365,89365,93889,HTS022,2017-10-28,375-R4,97983,K11,375-R4_K11,A375,2.1,plx4720,5e-07,M,trametinib,6.1e-12,M,79,50,2017-10-27 16:03:48,79,0.181595337471,0.0143772654773
89385,89385,93909,HTS022,2017-10-28,375-R4,97983,K12,375-R4_K12,A375,2.1,plx4720,5e-07,M,control,0.0,M,100,66,2017-10-27 16:03:48,100,0.261996064905,0.0207427516124
89405,89405,93929,HTS022,2017-10-28,375-R4,97983,K13,375-R4_K13,A375,2.1,plx4720,5e-07,M,pd98059,4e-07,M,65,38,2017-10-27 16:03:48,65,0.187536562371,0.014847644116
89425,89425,93949,HTS022,2017-10-28,375-R4,97983,K14,375-R4_K14,A375,2.1,plx4720,5e-07,M,pd98059,1e-07,M,82,61,2017-10-27 16:03:48,82,0.217159043432,0.0171929150918
89445,89445,93969,HTS022,2017-10-28,375-R4,97983,K15,375-R4_K15,A375,2.1,plx4720,5e-07,M,pd98059,2.5e-08,M,80,58,2017-10-27 16:03:48,80,0.1969780237,0.0155951434621
89465,89465,93989,HTS022,2017-10-28,375-R4,97983,K16,375-R4_K16,A375,2.1,plx4720,5e-07,M,pd98059,6.2e-09,M,84,52,2017-10-27 16:03:48,84,0.194093307572,0.0153667547261
89485,89485,94009,HTS022,2017-10-28,375-R4,97983,K17,375-R4_K17,A375,2.1,plx4720,5e-07,M,pd98059,1.6e-09,M,101,65,2017-10-27 16:03:48,101,0.200962628919,0.0159106126138
89505,89505,94029,HTS022,2017-10-28,375-R4,97983,K18,375-R4_K18,A375,2.1,plx4720,5e-07,M,pd98059,3.9e-10,M,83,58,2017-10-27 16:03:48,83,0.219072296714,0.0173443911746
89525,89525,94049,HTS022,2017-10-28,375-R4,97983,K19,375-R4_K19,A375,2.1,plx4720,5e-07,M,pd98059,9.8e-11,M,105,62,2017-10-27 16:03:48,105,0.199640794629,0.0158059603537
89545,89545,94069,HTS022,2017-10-28,375-R4,97983,K20,375-R4_K20,A375,2.1,plx4720,5e-07,M,pd98059,2.4e-11,M,63,40,2017-10-27 16:03:48,63,0.244224861121,0.0193357699233
89565,89565,94089,HTS022,2017-10-28,375-R4,97983,K21,375-R4_K21,A375,2.1,plx4720,5e-07,M,pd98059,6.1e-12,M,76,46,2017-10-27 16:03:48,76,0.18209073755,0.0144164872907
89585,89585,94109,HTS022,2017-10-28,375-R4,97983,K22,375-R4_K22,A375,2.1,plx4720,5e-07,M,control,0.0,M,76,57,2017-10-27 16:03:48,76,0.212833626626,0.0168504632063
89605,89605,94129,HTS022,2017-10-28,375-R4,97983,K23,375-R4_K23,A375,2.1,control,0.0,M,control,0.0,M,81,49,2017-10-27 16:03:48,81,0.783441659179,0.062026640534
89625,89625,94149,HTS022,2017-10-28,375-R4,97983,L02,375-R4_L02,A375,2.1,control,0.0,M,control,0.0,M,86,51,2017-10-27 16:03:48,86,0.555640634566,0.0439911785421
89645,89645,94169,HTS022,2017-10-28,375-R4,97983,L03,375-R4_L03,A375,2.1,plx4720,1.3e-07,M,trametinib,4e-07,M,71,49,2017-10-27 16:03:48,71,0.120503073297,0.00954046893353
89665,89665,94189,HTS022,2017-10-28,375-R4,97983,L04,375-R4_L04,A375,2.1,plx4720,1.3e-07,M,trametinib,1e-07,M,96,63,2017-10-27 16:03:48,96,0.147668391997,0.0116912014587
89685,89685,94209,HTS022,2017-10-28,375-R4,97983,L05,375-R4_L05,A375,2.1,plx4720,1.3e-07,M,trametinib,2.5e-08,M,83,56,2017-10-27 16:03:48,83,0.131072956014,0.0103773076542
89705,89705,94229,HTS022,2017-10-28,375-R4,97983,L06,375-R4_L06,A375,2.1,plx4720,1.3e-07,M,trametinib,6.2e-09,M,90,56,2017-10-27 16:03:48,90,0.140966548419,0.0111606031205
89725,89725,94249,HTS022,2017-10-28,375-R4,97983,L07,375-R4_L07,A375,2.1,plx4720,1.3e-07,M,trametinib,1.6e-09,M,97,75,2017-10-27 16:03:48,97,0.123749477689,0.00979749325168
89745,89745,94269,HTS022,2017-10-28,375-R4,97983,L08,375-R4_L08,A375,2.1,plx4720,1.3e-07,M,trametinib,3.9e-10,M,84,59,2017-10-27 16:03:48,84,0.159625305553,0.0126378541805
89765,89765,94289,HTS022,2017-10-28,375-R4,97983,L09,375-R4_L09,A375,2.1,plx4720,1.3e-07,M,trametinib,9.8e-11,M,89,59,2017-10-27 16:03:48,89,0.173778657365,0.0137584033049
89785,89785,94309,HTS022,2017-10-28,375-R4,97983,L10,375-R4_L10,A375,2.1,plx4720,1.3e-07,M,trametinib,2.4e-11,M,84,53,2017-10-27 16:03:48,84,0.186928989841,0.0147995413856
89805,89805,94329,HTS022,2017-10-28,375-R4,97983,L11,375-R4_L11,A375,2.1,plx4720,1.3e-07,M,trametinib,6.1e-12,M,58,36,2017-10-27 16:03:48,58,0.23801563796,0.018844173327
89825,89825,94349,HTS022,2017-10-28,375-R4,97983,L12,375-R4_L12,A375,2.1,plx4720,1.3e-07,M,control,0.0,M,86,59,2017-10-27 16:03:48,86,0.298587608309,0.0236397771697
89845,89845,94369,HTS022,2017-10-28,375-R4,97983,L13,375-R4_L13,A375,2.1,plx4720,1.3e-07,M,pd98059,4e-07,M,72,49,2017-10-27 16:03:48,72,0.208062993068,0.0164727626215
89865,89865,94389,HTS022,2017-10-28,375-R4,97983,L14,375-R4_L14,A375,2.1,plx4720,1.3e-07,M,pd98059,1e-07,M,79,59,2017-10-27 16:03:48,79,0.259820596883,0.0205705154652
89885,89885,94409,HTS022,2017-10-28,375-R4,97983,L15,375-R4_L15,A375,2.1,plx4720,1.3e-07,M,pd98059,2.5e-08,M,60,42,2017-10-27 16:03:48,60,0.202762650934,0.016053123951
89905,89905,94429,HTS022,2017-10-28,375-R4,97983,L16,375-R4_L16,A375,2.1,plx4720,1.3e-07,M,pd98059,6.2e-09,M,78,58,2017-10-27 16:03:48,78,0.3144368044,0.0248945896719
89925,89925,94449,HTS022,2017-10-28,375-R4,97983,L17,375-R4_L17,A375,2.1,plx4720,1.3e-07,M,pd98059,1.6e-09,M,95,65,2017-10-27 16:03:48,95,0.219484254435,0.0173770066899
89945,89945,94469,HTS022,2017-10-28,375-R4,97983,L18,375-R4_L18,A375,2.1,plx4720,1.3e-07,M,pd98059,3.9e-10,M,75,49,2017-10-27 16:03:48,75,0.289769189095,0.022941605312
89965,89965,94489,HTS022,2017-10-28,375-R4,97983,L19,375-R4_L19,A375,2.1,plx4720,1.3e-07,M,pd98059,9.8e-11,M,74,54,2017-10-27 16:03:48,74,0.248772144967,0.0196957874654
89985,89985,94509,HTS022,2017-10-28,375-R4,97983,L20,375-R4_L20,A375,2.1,plx4720,1.3e-07,M,pd98059,2.4e-11,M,100,71,2017-10-27 16:03:48,100,0.243234249879,0.0192573412532
90005,90005,94529,HTS022,2017-10-28,375-R4,97983,L21,375-R4_L21,A375,2.1,plx4720,1.3e-07,M,pd98059,6.1e-12,M,83,56,2017-10-27 16:03:48,83,0.238691136981,0.0188976539334
90025,90025,94549,HTS022,2017-10-28,375-R4,97983,L22,375-R4_L22,A375,2.1,plx4720,1.3e-07,M,control,0.0,M,99,70,2017-10-27 16:03:48,99,0.312433226942,0.0247359624438
90045,90045,94569,HTS022,2017-10-28,375-R4,97983,L23,375-R4_L23,A375,2.1,control,0.0,M,control,0.0,M,75,56,2017-10-27 16:03:48,75,0.759677379295,0.060145175043
90065,90065,94589,HTS022,2017-10-28,375-R4,97983,M02,375-R4_M02,A375,2.1,control,0.0,M,control,0.0,M,101,67,2017-10-27 16:03:48,101,0.734785382303,0.0581744259368
90085,90085,94609,HTS022,2017-10-28,375-R4,97983,M03,375-R4_M03,A375,2.1,plx4720,3.1e-08,M,trametinib,4e-07,M,88,68,2017-10-27 16:03:48,88,0.135627348721,0.010737888019
90105,90105,94629,HTS022,2017-10-28,375-R4,97983,M04,375-R4_M04,A375,2.1,plx4720,3.1e-08,M,trametinib,1e-07,M,91,58,2017-10-27 16:03:48,91,0.130452528897,0.0103281872004
90125,90125,94649,HTS022,2017-10-28,375-R4,97983,M05,375-R4_M05,A375,2.1,plx4720,3.1e-08,M,trametinib,2.5e-08,M,81,67,2017-10-27 16:03:48,81,0.13312140738,0.0105394876392
90145,90145,94669,HTS022,2017-10-28,375-R4,97983,M06,375-R4_M06,A375,2.1,plx4720,3.1e-08,M,trametinib,6.2e-09,M,77,55,2017-10-27 16:03:48,77,0.146565238564,0.0116038625987
90165,90165,94689,HTS022,2017-10-28,375-R4,97983,M07,375-R4_M07,A375,2.1,plx4720,3.1e-08,M,trametinib,1.6e-09,M,88,65,2017-10-27 16:03:48,88,0.151907269676,0.0120268018688
90185,90185,94709,HTS022,2017-10-28,375-R4,97983,M08,375-R4_M08,A375,2.1,plx4720,3.1e-08,M,trametinib,3.9e-10,M,122,95,2017-10-27 16:03:48,122,0.153933328552,0.0121872089956
90205,90205,94729,HTS022,2017-10-28,375-R4,97983,M09,375-R4_M09,A375,2.1,plx4720,3.1e-08,M,trametinib,9.8e-11,M,85,67,2017-10-27 16:03:48,85,0.167547115549,0.0132650396962
90225,90225,94749,HTS022,2017-10-28,375-R4,97983,M10,375-R4_M10,A375,2.1,plx4720,3.1e-08,M,trametinib,2.4e-11,M,96,75,2017-10-27 16:03:48,96,0.268489809514,0.0212568743398
90245,90245,94769,HTS022,2017-10-28,375-R4,97983,M11,375-R4_M11,A375,2.1,plx4720,3.1e-08,M,trametinib,6.1e-12,M,77,48,2017-10-27 16:03:48,77,0.376883447729,0.0298386151178
90265,90265,94789,HTS022,2017-10-28,375-R4,97983,M12,375-R4_M12,A375,2.1,plx4720,3.1e-08,M,control,0.0,M,80,48,2017-10-27 16:03:48,80,0.287247675517,0.022741972047
90285,90285,94809,HTS022,2017-10-28,375-R4,97983,M13,375-R4_M13,A375,2.1,plx4720,3.1e-08,M,pd98059,4e-07,M,81,59,2017-10-27 16:03:48,81,0.181466550225,0.0143670691338
90305,90305,94829,HTS022,2017-10-28,375-R4,97983,M14,375-R4_M14,A375,2.1,plx4720,3.1e-08,M,pd98059,1e-07,M,94,68,2017-10-27 16:03:48,94,0.314271746069,0.0248815216743
90325,90325,94849,HTS022,2017-10-28,375-R4,97983,M15,375-R4_M15,A375,2.1,plx4720,3.1e-08,M,pd98059,2.5e-08,M,87,56,2017-10-27 16:03:48,87,0.195382708001,0.0154688391328
90345,90345,94869,HTS022,2017-10-28,375-R4,97983,M16,375-R4_M16,A375,2.1,plx4720,3.1e-08,M,pd98059,6.2e-09,M,73,52,2017-10-27 16:03:48,73,0.516094490027,0.0408602313132
90365,90365,94889,HTS022,2017-10-28,375-R4,97983,M17,375-R4_M17,A375,2.1,plx4720,3.1e-08,M,pd98059,1.6e-09,M,110,70,2017-10-27 16:03:48,110,0.275305384419,0.0217964770144
90385,90385,94909,HTS022,2017-10-28,375-R4,97983,M18,375-R4_M18,A375,2.1,plx4720,3.1e-08,M,pd98059,3.9e-10,M,81,50,2017-10-27 16:03:48,81,0.438044450361,0.0346808538225
90405,90405,94929,HTS022,2017-10-28,375-R4,97983,M19,375-R4_M19,A375,2.1,plx4720,3.1e-08,M,pd98059,9.8e-11,M,92,61,2017-10-27 16:03:48,92,0.340719625786,0.0269754531226
90425,90425,94949,HTS022,2017-10-28,375-R4,97983,M20,375-R4_M20,A375,2.1,plx4720,3.1e-08,M,pd98059,2.4e-11,M,91,70,2017-10-27 16:03:48,91,0.357048043528,0.0282682065599
90445,90445,94969,HTS022,2017-10-28,375-R4,97983,M21,375-R4_M21,A375,2.1,plx4720,3.1e-08,M,pd98059,6.1e-12,M,69,48,2017-10-27 16:03:48,69,0.327501225819,0.0259289260027
90465,90465,94989,HTS022,2017-10-28,375-R4,97983,M22,375-R4_M22,A375,2.1,plx4720,3.1e-08,M,control,0.0,M,68,38,2017-10-27 16:03:48,68,0.487088392952,0.0385637606884
90485,90485,95009,HTS022,2017-10-28,375-R4,97983,M23,375-R4_M23,A375,2.1,control,0.0,M,control,0.0,M,78,60,2017-10-27 16:03:48,78,0.874374599241,0.0692259829736
90505,90505,95029,HTS022,2017-10-28,375-R4,97983,N02,375-R4_N02,A375,2.1,control,0.0,M,control,0.0,M,79,52,2017-10-27 16:03:48,79,0.6633612686,0.0525196362352
90525,90525,95049,HTS022,2017-10-28,375-R4,97983,N03,375-R4_N03,A375,2.1,plx4720,7.8e-09,M,trametinib,4e-07,M,88,61,2017-10-27 16:03:48,88,0.102602887462,0.00812327547791
90545,90545,95069,HTS022,2017-10-28,375-R4,97983,N04,375-R4_N04,A375,2.1,plx4720,7.8e-09,M,trametinib,1e-07,M,91,62,2017-10-27 16:03:48,91,0.151153870546,0.0119671537552
90565,90565,95089,HTS022,2017-10-28,375-R4,97983,N05,375-R4_N05,A375,2.1,plx4720,7.8e-09,M,trametinib,2.5e-08,M,99,78,2017-10-27 16:03:48,99,0.150852674581,0.0119433074693
90585,90585,95109,HTS022,2017-10-28,375-R4,97983,N06,375-R4_N06,A375,2.1,plx4720,7.8e-09,M,trametinib,6.2e-09,M,90,54,2017-10-27 16:03:48,90,0.140253872644,0.0111041791562
90605,90605,95129,HTS022,2017-10-28,375-R4,97983,N07,375-R4_N07,A375,2.1,plx4720,7.8e-09,M,trametinib,1.6e-09,M,80,56,2017-10-27 16:03:48,80,0.141142077068,0.0111745000741
90625,90625,95149,HTS022,2017-10-28,375-R4,97983,N08,375-R4_N08,A375,2.1,plx4720,7.8e-09,M,trametinib,3.9e-10,M,84,60,2017-10-27 16:03:48,84,0.149966725312,0.0118731650966
90645,90645,95169,HTS022,2017-10-28,375-R4,97983,N09,375-R4_N09,A375,2.1,plx4720,7.8e-09,M,trametinib,9.8e-11,M,100,65,2017-10-27 16:03:48,100,0.164963626369,0.0130604996991
90665,90665,95189,HTS022,2017-10-28,375-R4,97983,N10,375-R4_N10,A375,2.1,plx4720,7.8e-09,M,trametinib,2.4e-11,M,62,45,2017-10-27 16:03:48,62,0.233763765688,0.0185075441091
90685,90685,95209,HTS022,2017-10-28,375-R4,97983,N11,375-R4_N11,A375,2.1,plx4720,7.8e-09,M,trametinib,6.1e-12,M,108,75,2017-10-27 16:03:48,108,0.135910784299,0.0107603281797
90705,90705,95229,HTS022,2017-10-28,375-R4,97983,N12,375-R4_N12,A375,2.1,plx4720,7.8e-09,M,control,0.0,M,90,61,2017-10-27 16:03:48,90,0.14957416017,0.0118420849304
90725,90725,95249,HTS022,2017-10-28,375-R4,97983,N13,375-R4_N13,A375,2.1,plx4720,7.8e-09,M,pd98059,4e-07,M,94,64,2017-10-27 16:03:48,94,0.17053780809,0.0135018187965
90745,90745,95269,HTS022,2017-10-28,375-R4,97983,N14,375-R4_N14,A375,2.1,plx4720,7.8e-09,M,pd98059,1e-07,M,88,63,2017-10-27 16:03:48,88,0.410248582032,0.0324801994241
90765,90765,95289,HTS022,2017-10-28,375-R4,97983,N15,375-R4_N15,A375,2.1,plx4720,7.8e-09,M,pd98059,2.5e-08,M,78,53,2017-10-27 16:03:48,78,0.22092545825,0.0174911096737
90785,90785,95309,HTS022,2017-10-28,375-R4,97983,N16,375-R4_N16,A375,2.1,plx4720,7.8e-09,M,pd98059,6.2e-09,M,96,74,2017-10-27 16:03:48,96,0.391389410799,0.0309870811796
90805,90805,95329,HTS022,2017-10-28,375-R4,97983,N17,375-R4_N17,A375,2.1,plx4720,7.8e-09,M,pd98059,1.6e-09,M,107,74,2017-10-27 16:03:48,107,0.53923494258,0.0426923071487
90825,90825,95349,HTS022,2017-10-28,375-R4,97983,N18,375-R4_N18,A375,2.1,plx4720,7.8e-09,M,pd98059,3.9e-10,M,96,68,2017-10-27 16:03:48,96,0.505238038024,0.04000070433
90845,90845,95369,HTS022,2017-10-28,375-R4,97983,N19,375-R4_N19,A375,2.1,plx4720,7.8e-09,M,pd98059,9.8e-11,M,106,80,2017-10-27 16:03:48,106,0.518946776502,0.0410860525289
90865,90865,95389,HTS022,2017-10-28,375-R4,97983,N20,375-R4_N20,A375,2.1,plx4720,7.8e-09,M,pd98059,2.4e-11,M,104,73,2017-10-27 16:03:48,104,0.553062707159,0.0437870788817
90885,90885,95409,HTS022,2017-10-28,375-R4,97983,N21,375-R4_N21,A375,2.1,plx4720,7.8e-09,M,pd98059,6.1e-12,M,95,71,2017-10-27 16:03:48,95,0.375591691451,0.0297363441939
90905,90905,95429,HTS022,2017-10-28,375-R4,97983,N22,375-R4_N22,A375,2.1,plx4720,7.8e-09,M,control,0.0,M,84,59,2017-10-27 16:03:48,84,0.476689193974,0.0377404353402
90925,90925,95449,HTS022,2017-10-28,375-R4,97983,N23,375-R4_N23,A375,2.1,control,0.0,M,control,0.0,M,104,82,2017-10-27 16:03:48,104,0.75816643776,0.0600255507846
90945,90945,95469,HTS022,2017-10-28,375-R4,97983,O02,375-R4_O02,A375,2.1,control,0.0,M,control,0.0,M,59,41,2017-10-27 16:03:48,59,0.860402337944,0.0681197711469
90965,90965,95489,HTS022,2017-10-28,375-R4,97983,O03,375-R4_O03,A375,2.1,control,0.0,M,trametinib,4e-07,M,86,57,2017-10-27 16:03:48,86,0.130159329947,0.0103049740542
90985,90985,95509,HTS022,2017-10-28,375-R4,97983,O04,375-R4_O04,A375,2.1,control,0.0,M,trametinib,1e-07,M,92,59,2017-10-27 16:03:48,92,0.139421432497,0.0110382732076
91005,91005,95529,HTS022,2017-10-28,375-R4,97983,O05,375-R4_O05,A375,2.1,control,0.0,M,trametinib,2.5e-08,M,93,66,2017-10-27 16:03:48,93,0.148784173333,0.0117795400951
91025,91025,95549,HTS022,2017-10-28,375-R4,97983,O06,375-R4_O06,A375,2.1,control,0.0,M,trametinib,6.2e-09,M,85,74,2017-10-27 16:03:48,85,0.178440526216,0.0141274927707
91045,91045,95569,HTS022,2017-10-28,375-R4,97983,O07,375-R4_O07,A375,2.1,control,0.0,M,trametinib,1.6e-09,M,75,49,2017-10-27 16:03:48,75,0.225271603066,0.0178352026372
91065,91065,95589,HTS022,2017-10-28,375-R4,97983,O08,375-R4_O08,A375,2.1,control,0.0,M,trametinib,3.9e-10,M,86,62,2017-10-27 16:03:48,86,0.471669061878,0.0373429814579
91085,91085,95609,HTS022,2017-10-28,375-R4,97983,O09,375-R4_O09,A375,2.1,control,0.0,M,trametinib,9.8e-11,M,90,59,2017-10-27 16:03:48,90,0.577367852586,0.0457113657777
91105,91105,95629,HTS022,2017-10-28,375-R4,97983,O10,375-R4_O10,A375,2.1,control,0.0,M,trametinib,2.4e-11,M,96,75,2017-10-27 16:03:48,96,0.662429620654,0.052445875807
91125,91125,95649,HTS022,2017-10-28,375-R4,97983,O11,375-R4_O11,A375,2.1,control,0.0,M,trametinib,6.1e-12,M,77,47,2017-10-27 16:03:48,77,0.791823725612,0.0626902654708
91145,91145,95669,HTS022,2017-10-28,375-R4,97983,O12,375-R4_O12,A375,2.1,control,0.0,M,control,0.0,M,80,61,2017-10-27 16:03:48,80,0.750440630979,0.0594138832349
91165,91165,95689,HTS022,2017-10-28,375-R4,97983,O13,375-R4_O13,A375,2.1,control,0.0,M,pd98059,4e-07,M,75,40,2017-10-27 16:03:48,75,0.443698330781,0.0351284828251
91185,91185,95709,HTS022,2017-10-28,375-R4,97983,O14,375-R4_O14,A375,2.1,control,0.0,M,pd98059,1e-07,M,105,58,2017-10-27 16:03:48,105,0.687349405434,0.0544188249279
91205,91205,95729,HTS022,2017-10-28,375-R4,97983,O15,375-R4_O15,A375,2.1,control,0.0,M,pd98059,2.5e-08,M,95,70,2017-10-27 16:03:48,95,0.787359706676,0.0623368401778
91225,91225,95749,HTS022,2017-10-28,375-R4,97983,O16,375-R4_O16,A375,2.1,control,0.0,M,pd98059,6.2e-09,M,91,65,2017-10-27 16:03:48,91,0.750046625172,0.0593826890084
91245,91245,95769,HTS022,2017-10-28,375-R4,97983,O17,375-R4_O17,A375,2.1,control,0.0,M,pd98059,1.6e-09,M,94,70,2017-10-27 16:03:48,94,0.630286752901,0.0499010607841
91265,91265,95789,HTS022,2017-10-28,375-R4,97983,O18,375-R4_O18,A375,2.1,control,0.0,M,pd98059,3.9e-10,M,84,58,2017-10-27 16:03:48,84,0.831533737518,0.0658341864064
91285,91285,95809,HTS022,2017-10-28,375-R4,97983,O19,375-R4_O19,A375,2.1,control,0.0,M,pd98059,9.8e-11,M,78,54,2017-10-27 16:03:48,78,0.715363282757,0.0566367395337
91305,91305,95829,HTS022,2017-10-28,375-R4,97983,O20,375-R4_O20,A375,2.1,control,0.0,M,pd98059,2.4e-11,M,81,55,2017-10-27 16:03:48,81,0.847032595273,0.067061261923
91325,91325,95849,HTS022,2017-10-28,375-R4,97983,O21,375-R4_O21,A375,2.1,control,0.0,M,pd98059,6.1e-12,M,98,65,2017-10-27 16:03:48,98,0.713787679917,0.0565119959107
91345,91345,95869,HTS022,2017-10-28,375-R4,97983,O22,375-R4_O22,A375,2.1,control,0.0,M,control,0.0,M,89,59,2017-10-27 16:03:48,89,0.776369242664,0.0614667031962
91365,91365,95889,HTS022,2017-10-28,375-R4,97983,O23,375-R4_O23,A375,2.1,control,0.0,M,control,0.0,M,89,68,2017-10-27 16:03:48,89,0.672108868206,0.0532122011633
113988,113988,119622,HTS022,2017-10-28,SK28-R1,97996,B02,SK28-R1_B02,SKMEL28,4.5,control,0.0,M,control,0.0,M,216,86,2017-10-27 18:32:40,216,0.787693796837,0.0915600669516
114006,114006,119640,HTS022,2017-10-28,SK28-R1,97996,B03,SK28-R1_B03,SKMEL28,4.5,dabrafenib,4e-07,M,selumetinib,4e-06,M,260,87,2017-10-27 18:32:40,260,0.363662319093,0.0422714339222
114024,114024,119658,HTS022,2017-10-28,SK28-R1,97996,B04,SK28-R1_B04,SKMEL28,4.5,dabrafenib,4e-07,M,selumetinib,1e-06,M,210,70,2017-10-27 18:32:40,210,0.445191721405,0.0517482605319
114042,114042,119676,HTS022,2017-10-28,SK28-R1,97996,B05,SK28-R1_B05,SKMEL28,4.5,dabrafenib,4e-07,M,selumetinib,2.5e-07,M,201,69,2017-10-27 18:32:40,201,0.440709597979,0.0512272668126
114060,114060,119694,HTS022,2017-10-28,SK28-R1,97996,B06,SK28-R1_B06,SKMEL28,4.5,dabrafenib,4e-07,M,selumetinib,6.3e-08,M,188,64,2017-10-27 18:32:40,188,0.456006468791,0.053005346723
114078,114078,119712,HTS022,2017-10-28,SK28-R1,97996,B07,SK28-R1_B07,SKMEL28,4.5,dabrafenib,4e-07,M,selumetinib,1.6e-08,M,183,63,2017-10-27 18:32:40,183,0.447691654077,0.0520388480722
114096,114096,119730,HTS022,2017-10-28,SK28-R1,97996,B08,SK28-R1_B08,SKMEL28,4.5,dabrafenib,4e-07,M,selumetinib,3.9e-09,M,222,71,2017-10-27 18:32:40,222,0.474934160712,0.0552054665494
