,index,expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,time,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,cell.count,ch2.pos,image.time,orig.cell.count,rate,rate.95ci
1390,1416,HTS022,2017-10-28,2058-R1,97976,O11,2058-R1_O11,A2058,0.7,control,0,M,trametinib,6.1E-12,M,115,0,2017-10-27 14:43:04,115,0.03488,0.0005
1391,1417,HTS022,2017-10-28,2058-R1,97976,O12,2058-R1_O12,A2058,0.7,control,0,M,control,0,M,82,1,2017-10-27 14:43:04,82,0.03371,0.00095
1392,1418,HTS022,2017-10-28,2058-R1,97976,O13,2058-R1_O13,A2058,0.7,control,0,M,pd98059,0.0000004,M,111,0,2017-10-27 14:43:04,111,0.03426,0.00037
1393,1419,HTS022,2017-10-28,2058-R1,97976,O14,2058-R1_O14,A2058,0.7,control,0,M,pd98059,0.0000001,M,80,0,2017-10-27 14:43:04,80,0.03789,0.00104
1394,1420,HTS022,2017-10-28,2058-R1,97976,O15,2058-R1_O15,A2058,0.7,control,0,M,pd98059,0.000000025,M,146,0,2017-10-27 14:43:04,146,0.03443,0.00056
1395,1421,HTS022,2017-10-28,2058-R1,97976,O16,2058-R1_O16,A2058,0.7,control,0,M,pd98059,6.2E-09,M,95,0,2017-10-27 14:43:04,95,0.03669,0.00057
1396,1422,HTS022,2017-10-28,2058-R1,97976,O17,2058-R1_O17,A2058,0.7,control,0,M,pd98059,1.6E-09,M,111,0,2017-10-27 14:43:04,111,0.03506,0.00077
1397,1423,HTS022,2017-10-28,2058-R1,97976,O18,2058-R1_O18,A2058,0.7,control,0,M,pd98059,3.9E-10,M,81,0,2017-10-27 14:43:04,81,0.03323,0.00101
1398,1424,HTS022,2017-10-28,2058-R1,97976,O19,2058-R1_O19,A2058,0.7,control,0,M,pd98059,9.8E-11,M,104,0,2017-10-27 14:43:04,104,0.03578,0.00055
1399,1425,HTS022,2017-10-28,2058-R1,97976,O20,2058-R1_O20,A2058,0.7,control,0,M,pd98059,2.4E-11,M,103,0,2017-10-27 14:43:04,103,0.03778,0.00063
1400,1426,HTS022,2017-10-28,2058-R1,97976,O21,2058-R1_O21,A2058,0.7,control,0,M,pd98059,6.1E-12,M,69,0,2017-10-27 14:43:04,69,0.03811,0.0008
1401,1427,HTS022,2017-10-28,2058-R1,97976,O22,2058-R1_O22,A2058,0.7,control,0,M,control,0,M,94,0,2017-10-27 14:43:04,94,0.03655,0.00052
1402,1428,HTS022,2017-10-28,2058-R2,97977,B02,2058-R2_B02,A2058,0.9,control,0,M,control,0,M,100,0,2017-10-27 14:56:22,100,0.03357,0.00059
1403,1429,HTS022,2017-10-28,2058-R2,97977,B03,2058-R2_B03,A2058,0.9,vemurafenib,0.000008,M,selumetinib,0.000004,M,64,0,2017-10-27 14:56:22,64,0.01476,0.00088
1404,1430,HTS022,2017-10-28,2058-R2,97977,B04,2058-R2_B04,A2058,0.9,vemurafenib,0.000008,M,selumetinib,0.000001,M,64,0,2017-10-27 14:56:22,64,0.02342,0.00078
1405,1431,HTS022,2017-10-28,2058-R2,97977,B05,2058-R2_B05,A2058,0.9,vemurafenib,0.000008,M,selumetinib,0.00000025,M,59,0,2017-10-27 14:56:22,59,0.02055,0.00083
1406,1432,HTS022,2017-10-28,2058-R2,97977,B06,2058-R2_B06,A2058,0.9,vemurafenib,0.000008,M,selumetinib,0.000000063,M,70,0,2017-10-27 14:56:22,70,0.02439,0.00085
1407,1433,HTS022,2017-10-28,2058-R2,97977,B07,2058-R2_B07,A2058,0.9,vemurafenib,0.000008,M,selumetinib,0.000000016,M,86,0,2017-10-27 14:56:22,86,0.02465,0.00044
1408,1434,HTS022,2017-10-28,2058-R2,97977,B08,2058-R2_B08,A2058,0.9,vemurafenib,0.000008,M,selumetinib,3.9E-09,M,93,0,2017-10-27 14:56:22,93,0.02154,0.00075
1409,1435,HTS022,2017-10-28,2058-R2,97977,B09,2058-R2_B09,A2058,0.9,vemurafenib,0.000008,M,selumetinib,0.000000001,M,70,0,2017-10-27 14:56:22,70,0.02217,0.00069
1410,1436,HTS022,2017-10-28,2058-R2,97977,B10,2058-R2_B10,A2058,0.9,vemurafenib,0.000008,M,selumetinib,2.4E-10,M,71,0,2017-10-27 14:56:22,71,0.02636,0.0008
1411,1437,HTS022,2017-10-28,2058-R2,97977,B11,2058-R2_B11,A2058,0.9,vemurafenib,0.000008,M,selumetinib,6.1E-11,M,64,0,2017-10-27 14:56:22,64,0.0292,0.00046
1412,1438,HTS022,2017-10-28,2058-R2,97977,B12,2058-R2_B12,A2058,0.9,vemurafenib,0.000008,M,control,0,M,97,0,2017-10-27 14:56:22,97,0.02969,0.00059
1413,1439,HTS022,2017-10-28,2058-R2,97977,B13,2058-R2_B13,A2058,0.9,vemurafenib,0.000008,M,cobimetinib,0.0000008,M,84,0,2017-10-27 14:56:22,84,0.01314,0.00049
1414,1440,HTS022,2017-10-28,2058-R2,97977,B14,2058-R2_B14,A2058,0.9,vemurafenib,0.000008,M,cobimetinib,0.0000002,M,71,0,2017-10-27 14:56:22,71,0.02189,0.00073
1415,1441,HTS022,2017-10-28,2058-R2,97977,B15,2058-R2_B15,A2058,0.9,vemurafenib,0.000008,M,cobimetinib,0.00000005,M,89,0,2017-10-27 14:56:22,89,0.02234,0.00084
1416,1442,HTS022,2017-10-28,2058-R2,97977,B16,2058-R2_B16,A2058,0.9,vemurafenib,0.000008,M,cobimetinib,0.000000012,M,51,0,2017-10-27 14:56:22,51,0.02675,0.00088
1417,1443,HTS022,2017-10-28,2058-R2,97977,B17,2058-R2_B17,A2058,0.9,vemurafenib,0.000008,M,cobimetinib,3.1E-09,M,55,0,2017-10-27 14:56:22,55,0.02212,0.00115
1418,1444,HTS022,2017-10-28,2058-R2,97977,B18,2058-R2_B18,A2058,0.9,vemurafenib,0.000008,M,cobimetinib,7.8E-10,M,59,0,2017-10-27 14:56:22,59,0.02293,0.00072
1419,1445,HTS022,2017-10-28,2058-R2,97977,B19,2058-R2_B19,A2058,0.9,vemurafenib,0.000008,M,cobimetinib,2E-10,M,52,0,2017-10-27 14:56:22,52,0.02556,0.00083
1420,1446,HTS022,2017-10-28,2058-R2,97977,B20,2058-R2_B20,A2058,0.9,vemurafenib,0.000008,M,cobimetinib,4.9E-11,M,84,0,2017-10-27 14:56:22,84,0.02963,0.00049
1421,1447,HTS022,2017-10-28,2058-R2,97977,B21,2058-R2_B21,A2058,0.9,vemurafenib,0.000008,M,cobimetinib,1.2E-11,M,90,0,2017-10-27 14:56:22,90,0.02518,0.00059
1422,1448,HTS022,2017-10-28,2058-R2,97977,B22,2058-R2_B22,A2058,0.9,vemurafenib,0.000008,M,control,0,M,89,0,2017-10-27 14:56:22,89,0.02942,0.00061
1423,1449,HTS022,2017-10-28,2058-R2,97977,C02,2058-R2_C02,A2058,0.9,control,0,M,control,0,M,93,0,2017-10-27 14:56:22,93,0.03414,0.00047
1424,1450,HTS022,2017-10-28,2058-R2,97977,C03,2058-R2_C03,A2058,0.9,vemurafenib,0.000002,M,selumetinib,0.000004,M,75,0,2017-10-27 14:56:22,75,0.0241,0.00133
1425,1451,HTS022,2017-10-28,2058-R2,97977,C04,2058-R2_C04,A2058,0.9,vemurafenib,0.000002,M,selumetinib,0.000001,M,86,0,2017-10-27 14:56:22,86,0.02181,0.00102
1426,1452,HTS022,2017-10-28,2058-R2,97977,C05,2058-R2_C05,A2058,0.9,vemurafenib,0.000002,M,selumetinib,0.00000025,M,129,0,2017-10-27 14:56:22,129,0.02542,0.00098
1427,1453,HTS022,2017-10-28,2058-R2,97977,C06,2058-R2_C06,A2058,0.9,vemurafenib,0.000002,M,selumetinib,0.000000063,M,57,0,2017-10-27 14:56:22,57,0.02488,0.00074
1428,1454,HTS022,2017-10-28,2058-R2,97977,C07,2058-R2_C07,A2058,0.9,vemurafenib,0.000002,M,selumetinib,0.000000016,M,51,0,2017-10-27 14:56:22,51,0.03147,0.0005
1429,1455,HTS022,2017-10-28,2058-R2,97977,C08,2058-R2_C08,A2058,0.9,vemurafenib,0.000002,M,selumetinib,3.9E-09,M,95,0,2017-10-27 14:56:22,95,0.02945,0.00052
1430,1456,HTS022,2017-10-28,2058-R2,97977,C09,2058-R2_C09,A2058,0.9,vemurafenib,0.000002,M,selumetinib,0.000000001,M,109,0,2017-10-27 14:56:22,109,0.02785,0.00068
1431,1457,HTS022,2017-10-28,2058-R2,97977,C10,2058-R2_C10,A2058,0.9,vemurafenib,0.000002,M,selumetinib,2.4E-10,M,102,0,2017-10-27 14:56:22,102,0.03281,0.0008
1432,1458,HTS022,2017-10-28,2058-R2,97977,C11,2058-R2_C11,A2058,0.9,vemurafenib,0.000002,M,selumetinib,6.1E-11,M,81,0,2017-10-27 14:56:22,81,0.02789,0.00057
1433,1459,HTS022,2017-10-28,2058-R2,97977,C12,2058-R2_C12,A2058,0.9,vemurafenib,0.000002,M,control,0,M,55,1,2017-10-27 14:56:22,55,0.03324,0.00155
1434,1460,HTS022,2017-10-28,2058-R2,97977,C13,2058-R2_C13,A2058,0.9,vemurafenib,0.000002,M,cobimetinib,0.0000008,M,184,0,2017-10-27 14:56:22,184,0.01729,0.00085
1435,1461,HTS022,2017-10-28,2058-R2,97977,C14,2058-R2_C14,A2058,0.9,vemurafenib,0.000002,M,cobimetinib,0.0000002,M,57,0,2017-10-27 14:56:22,57,0.02073,0.00069
1436,1462,HTS022,2017-10-28,2058-R2,97977,C15,2058-R2_C15,A2058,0.9,vemurafenib,0.000002,M,cobimetinib,0.00000005,M,58,0,2017-10-27 14:56:22,58,0.02266,0.0003
1437,1463,HTS022,2017-10-28,2058-R2,97977,C16,2058-R2_C16,A2058,0.9,vemurafenib,0.000002,M,cobimetinib,0.000000012,M,87,0,2017-10-27 14:56:22,87,0.02286,0.00036
1438,1464,HTS022,2017-10-28,2058-R2,97977,C17,2058-R2_C17,A2058,0.9,vemurafenib,0.000002,M,cobimetinib,3.1E-09,M,91,0,2017-10-27 14:56:22,91,0.02365,0.00039
1439,1465,HTS022,2017-10-28,2058-R2,97977,C18,2058-R2_C18,A2058,0.9,vemurafenib,0.000002,M,cobimetinib,7.8E-10,M,76,0,2017-10-27 14:56:22,76,0.02867,0.00096
1440,1466,HTS022,2017-10-28,2058-R2,97977,C19,2058-R2_C19,A2058,0.9,vemurafenib,0.000002,M,cobimetinib,2E-10,M,73,0,2017-10-27 14:56:22,73,0.03074,0.0007
1441,1467,HTS022,2017-10-28,2058-R2,97977,C20,2058-R2_C20,A2058,0.9,vemurafenib,0.000002,M,cobimetinib,4.9E-11,M,70,0,2017-10-27 14:56:22,70,0.02824,0.00097
1442,1468,HTS022,2017-10-28,2058-R2,97977,C21,2058-R2_C21,A2058,0.9,vemurafenib,0.000002,M,cobimetinib,1.2E-11,M,83,0,2017-10-27 14:56:22,83,0.03442,0.00049
1443,1469,HTS022,2017-10-28,2058-R2,97977,C22,2058-R2_C22,A2058,0.9,vemurafenib,0.000002,M,control,0,M,75,0,2017-10-27 14:56:22,75,0.03767,0.00063
1444,1470,HTS022,2017-10-28,2058-R2,97977,D02,2058-R2_D02,A2058,0.9,control,0,M,control,0,M,68,0,2017-10-27 14:56:22,68,0.03568,0.0007
1445,1471,HTS022,2017-10-28,2058-R2,97977,D03,2058-R2_D03,A2058,0.9,vemurafenib,0.0000005,M,selumetinib,0.000004,M,55,0,2017-10-27 14:56:22,55,0.02321,0.00064
1446,1472,HTS022,2017-10-28,2058-R2,97977,D04,2058-R2_D04,A2058,0.9,vemurafenib,0.0000005,M,selumetinib,0.000001,M,57,0,2017-10-27 14:56:22,57,0.02322,0.0007
1447,1473,HTS022,2017-10-28,2058-R2,97977,D05,2058-R2_D05,A2058,0.9,vemurafenib,0.0000005,M,selumetinib,0.00000025,M,69,0,2017-10-27 14:56:22,69,0.02508,0.00088
1448,1474,HTS022,2017-10-28,2058-R2,97977,D06,2058-R2_D06,A2058,0.9,vemurafenib,0.0000005,M,selumetinib,0.000000063,M,94,1,2017-10-27 14:56:22,94,0.02669,0.00072
1449,1475,HTS022,2017-10-28,2058-R2,97977,D07,2058-R2_D07,A2058,0.9,vemurafenib,0.0000005,M,selumetinib,0.000000016,M,77,2,2017-10-27 14:56:22,77,0.02596,0.0007
1450,1476,HTS022,2017-10-28,2058-R2,97977,D08,2058-R2_D08,A2058,0.9,vemurafenib,0.0000005,M,selumetinib,3.9E-09,M,116,0,2017-10-27 14:56:22,116,0.02823,0.0006
1451,1477,HTS022,2017-10-28,2058-R2,97977,D09,2058-R2_D09,A2058,0.9,vemurafenib,0.0000005,M,selumetinib,0.000000001,M,89,0,2017-10-27 14:56:22,89,0.03154,0.00064
1452,1478,HTS022,2017-10-28,2058-R2,97977,D10,2058-R2_D10,A2058,0.9,vemurafenib,0.0000005,M,selumetinib,2.4E-10,M,76,0,2017-10-27 14:56:22,76,0.03231,0.00088
1453,1479,HTS022,2017-10-28,2058-R2,97977,D11,2058-R2_D11,A2058,0.9,vemurafenib,0.0000005,M,selumetinib,6.1E-11,M,43,0,2017-10-27 14:56:22,43,0.03345,0.00066
1454,1480,HTS022,2017-10-28,2058-R2,97977,D12,2058-R2_D12,A2058,0.9,vemurafenib,0.0000005,M,control,0,M,73,0,2017-10-27 14:56:22,73,0.03689,0.00059
1455,1481,HTS022,2017-10-28,2058-R2,97977,D13,2058-R2_D13,A2058,0.9,vemurafenib,0.0000005,M,cobimetinib,0.0000008,M,92,0,2017-10-27 14:56:22,92,0.01231,0.0011
1456,1482,HTS022,2017-10-28,2058-R2,97977,D14,2058-R2_D14,A2058,0.9,vemurafenib,0.0000005,M,cobimetinib,0.0000002,M,85,0,2017-10-27 14:56:22,85,0.01649,0.00047
1457,1483,HTS022,2017-10-28,2058-R2,97977,D15,2058-R2_D15,A2058,0.9,vemurafenib,0.0000005,M,cobimetinib,0.00000005,M,103,0,2017-10-27 14:56:22,103,0.02196,0.00111
1458,1484,HTS022,2017-10-28,2058-R2,97977,D16,2058-R2_D16,A2058,0.9,vemurafenib,0.0000005,M,cobimetinib,0.000000012,M,78,0,2017-10-27 14:56:22,78,0.02458,0.00089
1459,1485,HTS022,2017-10-28,2058-R2,97977,D17,2058-R2_D17,A2058,0.9,vemurafenib,0.0000005,M,cobimetinib,3.1E-09,M,93,0,2017-10-27 14:56:22,93,0.02494,0.00069
1460,1486,HTS022,2017-10-28,2058-R2,97977,D18,2058-R2_D18,A2058,0.9,vemurafenib,0.0000005,M,cobimetinib,7.8E-10,M,72,0,2017-10-27 14:56:22,72,0.02723,0.00041
1461,1487,HTS022,2017-10-28,2058-R2,97977,D19,2058-R2_D19,A2058,0.9,vemurafenib,0.0000005,M,cobimetinib,2E-10,M,98,0,2017-10-27 14:56:22,98,0.0276,0.00053
1462,1488,HTS022,2017-10-28,2058-R2,97977,D20,2058-R2_D20,A2058,0.9,vemurafenib,0.0000005,M,cobimetinib,4.9E-11,M,70,0,2017-10-27 14:56:22,70,0.02795,0.00079
1463,1489,HTS022,2017-10-28,2058-R2,97977,D21,2058-R2_D21,A2058,0.9,vemurafenib,0.0000005,M,cobimetinib,1.2E-11,M,64,0,2017-10-27 14:56:22,64,0.03134,0.00065
1464,1490,HTS022,2017-10-28,2058-R2,97977,D22,2058-R2_D22,A2058,0.9,vemurafenib,0.0000005,M,control,0,M,83,0,2017-10-27 14:56:22,83,0.03724,0.00048
1465,1491,HTS022,2017-10-28,2058-R2,97977,E03,2058-R2_E03,A2058,0.9,vemurafenib,0.00000013,M,selumetinib,0.000004,M,96,0,2017-10-27 14:56:22,96,0.02154,0.001
1466,1492,HTS022,2017-10-28,2058-R2,97977,E04,2058-R2_E04,A2058,0.9,vemurafenib,0.00000013,M,selumetinib,0.000001,M,82,0,2017-10-27 14:56:22,82,0.02278,0.00081
1467,1493,HTS022,2017-10-28,2058-R2,97977,E05,2058-R2_E05,A2058,0.9,vemurafenib,0.00000013,M,selumetinib,0.00000025,M,69,0,2017-10-27 14:56:22,69,0.02752,0.00094
1468,1494,HTS022,2017-10-28,2058-R2,97977,E06,2058-R2_E06,A2058,0.9,vemurafenib,0.00000013,M,selumetinib,0.000000063,M,85,0,2017-10-27 14:56:22,85,0.02568,0.00055
1469,1495,HTS022,2017-10-28,2058-R2,97977,E07,2058-R2_E07,A2058,0.9,vemurafenib,0.00000013,M,selumetinib,0.000000016,M,102,0,2017-10-27 14:56:22,102,0.03013,0.00065
1470,1496,HTS022,2017-10-28,2058-R2,97977,E08,2058-R2_E08,A2058,0.9,vemurafenib,0.00000013,M,selumetinib,3.9E-09,M,128,0,2017-10-27 14:56:22,128,0.02499,0.00102
1471,1497,HTS022,2017-10-28,2058-R2,97977,E09,2058-R2_E09,A2058,0.9,vemurafenib,0.00000013,M,selumetinib,0.000000001,M,99,0,2017-10-27 14:56:22,99,0.02966,0.00086
1472,1498,HTS022,2017-10-28,2058-R2,97977,E10,2058-R2_E10,A2058,0.9,vemurafenib,0.00000013,M,selumetinib,2.4E-10,M,98,0,2017-10-27 14:56:22,98,0.03359,0.00089
1473,1499,HTS022,2017-10-28,2058-R2,97977,E11,2058-R2_E11,A2058,0.9,vemurafenib,0.00000013,M,selumetinib,6.1E-11,M,93,0,2017-10-27 14:56:22,93,0.02894,0.00157
1474,1500,HTS022,2017-10-28,2058-R2,97977,E12,2058-R2_E12,A2058,0.9,vemurafenib,0.00000013,M,control,0,M,95,0,2017-10-27 14:56:22,95,0.03679,0.00067
1475,1501,HTS022,2017-10-28,2058-R2,97977,E13,2058-R2_E13,A2058,0.9,vemurafenib,0.00000013,M,cobimetinib,0.0000008,M,96,0,2017-10-27 14:56:22,96,0.01407,0.00085
1476,1502,HTS022,2017-10-28,2058-R2,97977,E14,2058-R2_E14,A2058,0.9,vemurafenib,0.00000013,M,cobimetinib,0.0000002,M,86,0,2017-10-27 14:56:22,86,0.02089,0.00066
1477,1503,HTS022,2017-10-28,2058-R2,97977,E15,2058-R2_E15,A2058,0.9,vemurafenib,0.00000013,M,cobimetinib,0.00000005,M,105,0,2017-10-27 14:56:22,105,0.02121,0.00114
1478,1504,HTS022,2017-10-28,2058-R2,97977,E16,2058-R2_E16,A2058,0.9,vemurafenib,0.00000013,M,cobimetinib,0.000000012,M,98,0,2017-10-27 14:56:22,98,0.02434,0.0004
1479,1505,HTS022,2017-10-28,2058-R2,97977,E17,2058-R2_E17,A2058,0.9,vemurafenib,0.00000013,M,cobimetinib,3.1E-09,M,76,0,2017-10-27 14:56:22,76,0.02602,0.00088
1480,1506,HTS022,2017-10-28,2058-R2,97977,E18,2058-R2_E18,A2058,0.9,vemurafenib,0.00000013,M,cobimetinib,7.8E-10,M,91,0,2017-10-27 14:56:22,91,0.02546,0.00086
1481,1507,HTS022,2017-10-28,2058-R2,97977,E19,2058-R2_E19,A2058,0.9,vemurafenib,0.00000013,M,cobimetinib,2E-10,M,94,0,2017-10-27 14:56:22,94,0.02566,0.00065
1482,1508,HTS022,2017-10-28,2058-R2,97977,E20,2058-R2_E20,A2058,0.9,vemurafenib,0.00000013,M,cobimetinib,4.9E-11,M,96,0,2017-10-27 14:56:22,96,0.03126,0.00056
1483,1509,HTS022,2017-10-28,2058-R2,97977,E21,2058-R2_E21,A2058,0.9,vemurafenib,0.00000013,M,cobimetinib,1.2E-11,M,90,0,2017-10-27 14:56:22,90,0.02942,0.00057
1484,1510,HTS022,2017-10-28,2058-R2,97977,E22,2058-R2_E22,A2058,0.9,vemurafenib,0.00000013,M,control,0,M,80,0,2017-10-27 14:56:22,80,0.03546,0.00058
1485,1511,HTS022,2017-10-28,2058-R2,97977,F03,2058-R2_F03,A2058,0.9,vemurafenib,0.000000031,M,selumetinib,0.000004,M,95,0,2017-10-27 14:56:22,95,0.01905,0.001
1486,1512,HTS022,2017-10-28,2058-R2,97977,F04,2058-R2_F04,A2058,0.9,vemurafenib,0.000000031,M,selumetinib,0.000001,M,90,0,2017-10-27 14:56:22,90,0.02528,0.0008
1487,1513,HTS022,2017-10-28,2058-R2,97977,F05,2058-R2_F05,A2058,0.9,vemurafenib,0.000000031,M,selumetinib,0.00000025,M,98,0,2017-10-27 14:56:22,98,0.02472,0.00091
1488,1514,HTS022,2017-10-28,2058-R2,97977,F06,2058-R2_F06,A2058,0.9,vemurafenib,0.000000031,M,selumetinib,0.000000063,M,123,0,2017-10-27 14:56:22,123,0.02816,0.0009
1489,1515,HTS022,2017-10-28,2058-R2,97977,F07,2058-R2_F07,A2058,0.9,vemurafenib,0.000000031,M,selumetinib,0.000000016,M,92,0,2017-10-27 14:56:22,92,0.03023,0.00075
1490,1516,HTS022,2017-10-28,2058-R2,97977,F08,2058-R2_F08,A2058,0.9,vemurafenib,0.000000031,M,selumetinib,3.9E-09,M,95,0,2017-10-27 14:56:22,95,0.02954,0.00068
1491,1517,HTS022,2017-10-28,2058-R2,97977,F09,2058-R2_F09,A2058,0.9,vemurafenib,0.000000031,M,selumetinib,0.000000001,M,78,0,2017-10-27 14:56:22,78,0.03221,0.00062
1492,1518,HTS022,2017-10-28,2058-R2,97977,F10,2058-R2_F10,A2058,0.9,vemurafenib,0.000000031,M,selumetinib,2.4E-10,M,73,0,2017-10-27 14:56:22,73,0.03258,0.00055
1493,1519,HTS022,2017-10-28,2058-R2,97977,F11,2058-R2_F11,A2058,0.9,vemurafenib,0.000000031,M,selumetinib,6.1E-11,M,129,0,2017-10-27 14:56:22,129,0.03334,0.00225
1494,1520,HTS022,2017-10-28,2058-R2,97977,F12,2058-R2_F12,A2058,0.9,vemurafenib,0.000000031,M,control,0,M,66,0,2017-10-27 14:56:22,66,0.03594,0.00048
1495,1521,HTS022,2017-10-28,2058-R2,97977,F13,2058-R2_F13,A2058,0.9,vemurafenib,0.000000031,M,cobimetinib,0.0000008,M,59,0,2017-10-27 14:56:22,59,0.01937,0.00045
1496,1522,HTS022,2017-10-28,2058-R2,97977,F14,2058-R2_F14,A2058,0.9,vemurafenib,0.000000031,M,cobimetinib,0.0000002,M,81,0,2017-10-27 14:56:22,81,0.02244,0.00083
1497,1523,HTS022,2017-10-28,2058-R2,97977,F15,2058-R2_F15,A2058,0.9,vemurafenib,0.000000031,M,cobimetinib,0.00000005,M,95,0,2017-10-27 14:56:22,95,0.02236,0.0004
1498,1524,HTS022,2017-10-28,2058-R2,97977,F16,2058-R2_F16,A2058,0.9,vemurafenib,0.000000031,M,cobimetinib,0.000000012,M,85,0,2017-10-27 14:56:22,85,0.02323,0.00058
1499,1525,HTS022,2017-10-28,2058-R2,97977,F17,2058-R2_F17,A2058,0.9,vemurafenib,0.000000031,M,cobimetinib,3.1E-09,M,96,0,2017-10-27 14:56:22,96,0.02544,0.00078
1500,1526,HTS022,2017-10-28,2058-R2,97977,F18,2058-R2_F18,A2058,0.9,vemurafenib,0.000000031,M,cobimetinib,7.8E-10,M,89,0,2017-10-27 14:56:22,89,0.02494,0.0007
1501,1527,HTS022,2017-10-28,2058-R2,97977,F19,2058-R2_F19,A2058,0.9,vemurafenib,0.000000031,M,cobimetinib,2E-10,M,95,0,2017-10-27 14:56:22,95,0.03118,0.00047
1502,1528,HTS022,2017-10-28,2058-R2,97977,F20,2058-R2_F20,A2058,0.9,vemurafenib,0.000000031,M,cobimetinib,4.9E-11,M,103,0,2017-10-27 14:56:22,103,0.03351,0.00072
1503,1529,HTS022,2017-10-28,2058-R2,97977,F21,2058-R2_F21,A2058,0.9,vemurafenib,0.000000031,M,cobimetinib,1.2E-11,M,68,0,2017-10-27 14:56:22,68,0.03357,0.00119
1504,1530,HTS022,2017-10-28,2058-R2,97977,F22,2058-R2_F22,A2058,0.9,vemurafenib,0.000000031,M,control,0,M,58,0,2017-10-27 14:56:22,58,0.04214,0.00047
1505,1531,HTS022,2017-10-28,2058-R2,97977,F23,2058-R2_F23,A2058,0.9,control,0,M,control,0,M,78,0,2017-10-27 14:56:22,78,0.03606,0.00073
1506,1532,HTS022,2017-10-28,2058-R2,97977,G02,2058-R2_G02,A2058,0.9,control,0,M,control,0,M,111,0,2017-10-27 14:56:22,111,0.03413,0.0008
1507,1533,HTS022,2017-10-28,2058-R2,97977,G03,2058-R2_G03,A2058,0.9,vemurafenib,7.8E-09,M,selumetinib,0.000004,M,88,0,2017-10-27 14:56:22,88,0.019,0.00129
1508,1534,HTS022,2017-10-28,2058-R2,97977,G04,2058-R2_G04,A2058,0.9,vemurafenib,7.8E-09,M,selumetinib,0.000001,M,61,0,2017-10-27 14:56:22,61,0.02659,0.00055
1509,1535,HTS022,2017-10-28,2058-R2,97977,G05,2058-R2_G05,A2058,0.9,vemurafenib,7.8E-09,M,selumetinib,0.00000025,M,72,1,2017-10-27 14:56:22,72,0.02357,0.00048
1510,1536,HTS022,2017-10-28,2058-R2,97977,G06,2058-R2_G06,A2058,0.9,vemurafenib,7.8E-09,M,selumetinib,0.000000063,M,97,0,2017-10-27 14:56:22,97,0.02687,0.00082
1511,1537,HTS022,2017-10-28,2058-R2,97977,G07,2058-R2_G07,A2058,0.9,vemurafenib,7.8E-09,M,selumetinib,0.000000016,M,104,0,2017-10-27 14:56:22,104,0.02668,0.00087
1512,1538,HTS022,2017-10-28,2058-R2,97977,G08,2058-R2_G08,A2058,0.9,vemurafenib,7.8E-09,M,selumetinib,3.9E-09,M,74,0,2017-10-27 14:56:22,74,0.03201,0.00051
1513,1539,HTS022,2017-10-28,2058-R2,97977,G09,2058-R2_G09,A2058,0.9,vemurafenib,7.8E-09,M,selumetinib,0.000000001,M,85,0,2017-10-27 14:56:22,85,0.03222,0.00078
1514,1540,HTS022,2017-10-28,2058-R2,97977,G10,2058-R2_G10,A2058,0.9,vemurafenib,7.8E-09,M,selumetinib,2.4E-10,M,85,0,2017-10-27 14:56:22,85,0.03093,0.00053
1515,1541,HTS022,2017-10-28,2058-R2,97977,G11,2058-R2_G11,A2058,0.9,vemurafenib,7.8E-09,M,selumetinib,6.1E-11,M,80,0,2017-10-27 14:56:22,80,0.03655,0.00117
1516,1542,HTS022,2017-10-28,2058-R2,97977,G12,2058-R2_G12,A2058,0.9,vemurafenib,7.8E-09,M,control,0,M,93,0,2017-10-27 14:56:22,93,0.03523,0.00056
1517,1543,HTS022,2017-10-28,2058-R2,97977,G13,2058-R2_G13,A2058,0.9,vemurafenib,7.8E-09,M,cobimetinib,0.0000008,M,76,0,2017-10-27 14:56:22,76,0.01556,0.00134
1518,1544,HTS022,2017-10-28,2058-R2,97977,G14,2058-R2_G14,A2058,0.9,vemurafenib,7.8E-09,M,cobimetinib,0.0000002,M,100,0,2017-10-27 14:56:22,100,0.02054,0.00097
1519,1545,HTS022,2017-10-28,2058-R2,97977,G15,2058-R2_G15,A2058,0.9,vemurafenib,7.8E-09,M,cobimetinib,0.00000005,M,102,0,2017-10-27 14:56:22,102,0.01871,0.00057
1520,1546,HTS022,2017-10-28,2058-R2,97977,G16,2058-R2_G16,A2058,0.9,vemurafenib,7.8E-09,M,cobimetinib,0.000000012,M,82,0,2017-10-27 14:56:22,82,0.02257,0.00085
1521,1547,HTS022,2017-10-28,2058-R2,97977,G17,2058-R2_G17,A2058,0.9,vemurafenib,7.8E-09,M,cobimetinib,3.1E-09,M,97,0,2017-10-27 14:56:22,97,0.02448,0.00085
1522,1548,HTS022,2017-10-28,2058-R2,97977,G18,2058-R2_G18,A2058,0.9,vemurafenib,7.8E-09,M,cobimetinib,7.8E-10,M,101,0,2017-10-27 14:56:22,101,0.02776,0.00075
1523,1549,HTS022,2017-10-28,2058-R2,97977,G19,2058-R2_G19,A2058,0.9,vemurafenib,7.8E-09,M,cobimetinib,2E-10,M,83,0,2017-10-27 14:56:22,83,0.03049,0.00062
