"expt.id","expt.date","plate.name","plate.id","well","uid","cell.line","drug1","drug1.conc","drug1.units","drug2","drug2.conc","drug2.units","orig.cell.count","rate","rate.95ci","cld","cld2"
"HTS018","2017-07-28","BR1-O2b",95679,"N09","BR1-O2b_N09","BR1","osimertinib",2e-10,"M","paclitaxel",9.8e-11,"M",81,0.02256,0.00106,"BR1_osimertinib","BR1_osimertinib_paclitaxel"
"HTS018","2017-07-28","BR1-O2b",95679,"N10","BR1-O2b_N10","BR1","osimertinib",2e-10,"M","paclitaxel",2.4e-11,"M",68,0.01979,0.00149,"BR1_osimertinib","BR1_osimertinib_paclitaxel"
"HTS018","2017-07-28","BR1-O2b",95679,"N11","BR1-O2b_N11","BR1","osimertinib",2e-10,"M","paclitaxel",6.1e-12,"M",64,0.01972,0.0013,"BR1_osimertinib","BR1_osimertinib_paclitaxel"
"HTS018","2017-07-28","BR1-O2b",95679,"N12","BR1-O2b_N12","BR1","osimertinib",2e-10,"M","control",0,"M",70,0.04105,0.00083,"BR1_osimertinib","BR1_osimertinib_control"
"HTS018","2017-07-28","BR1-O2b",95679,"N13","BR1-O2b_N13","BR1","osimertinib",2e-10,"M","olaparib",2e-05,"M",45,0.00667,0.00182,"BR1_osimertinib","BR1_osimertinib_olaparib"
"HTS018","2017-07-28","BR1-O2b",95679,"N14","BR1-O2b_N14","BR1","osimertinib",2e-10,"M","olaparib",5e-06,"M",78,0.02359,0.00117,"BR1_osimertinib","BR1_osimertinib_olaparib"
"HTS018","2017-07-28","BR1-O2b",95679,"N15","BR1-O2b_N15","BR1","osimertinib",2e-10,"M","olaparib",1.2e-06,"M",88,0.03409,0.00066,"BR1_osimertinib","BR1_osimertinib_olaparib"
"HTS018","2017-07-28","BR1-O2b",95679,"N16","BR1-O2b_N16","BR1","osimertinib",2e-10,"M","olaparib",3.1e-07,"M",82,0.0416,0.00142,"BR1_osimertinib","BR1_osimertinib_olaparib"
"HTS018","2017-07-28","BR1-O2b",95679,"N17","BR1-O2b_N17","BR1","osimertinib",2e-10,"M","olaparib",7.8e-08,"M",80,0.03939,0.001,"BR1_osimertinib","BR1_osimertinib_olaparib"
"HTS018","2017-07-28","BR1-O2b",95679,"N18","BR1-O2b_N18","BR1","osimertinib",2e-10,"M","olaparib",2e-08,"M",41,0.03941,0.00165,"BR1_osimertinib","BR1_osimertinib_olaparib"
"HTS018","2017-07-28","BR1-O2b",95679,"N19","BR1-O2b_N19","BR1","osimertinib",2e-10,"M","olaparib",4.9e-09,"M",77,0.0341,0.00097,"BR1_osimertinib","BR1_osimertinib_olaparib"
"HTS018","2017-07-28","BR1-O2b",95679,"N20","BR1-O2b_N20","BR1","osimertinib",2e-10,"M","olaparib",1.2e-09,"M",40,0.03916,0.00084,"BR1_osimertinib","BR1_osimertinib_olaparib"
"HTS018","2017-07-28","BR1-O2b",95679,"N21","BR1-O2b_N21","BR1","osimertinib",2e-10,"M","olaparib",3.1e-10,"M",42,0.0299,0.0011,"BR1_osimertinib","BR1_osimertinib_olaparib"
"HTS018","2017-07-28","BR1-O2b",95679,"N22","BR1-O2b_N22","BR1","osimertinib",2e-10,"M","control",0,"M",178,0.04217,0.00196,"BR1_osimertinib","BR1_osimertinib_control"
"HTS018","2017-07-28","BR1-O3a",95680,"G03","BR1-O3a_G03","BR1","osimertinib",2e-10,"M","trametinib",4e-07,"M",58,0.02254,0.00227,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3a",95680,"G04","BR1-O3a_G04","BR1","osimertinib",2e-10,"M","trametinib",1e-07,"M",55,0.03577,0.0013,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3a",95680,"G05","BR1-O3a_G05","BR1","osimertinib",2e-10,"M","trametinib",2.5e-08,"M",97,0.03918,0.00076,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3a",95680,"G06","BR1-O3a_G06","BR1","osimertinib",2e-10,"M","trametinib",6.2e-09,"M",90,0.02914,0.00164,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3a",95680,"G07","BR1-O3a_G07","BR1","osimertinib",2e-10,"M","trametinib",1.6e-09,"M",93,0.03607,0.00161,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3a",95680,"G08","BR1-O3a_G08","BR1","osimertinib",2e-10,"M","trametinib",3.9e-10,"M",104,0.03428,0.00141,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3a",95680,"G09","BR1-O3a_G09","BR1","osimertinib",2e-10,"M","trametinib",9.8e-11,"M",86,0.03437,0.00143,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3a",95680,"G10","BR1-O3a_G10","BR1","osimertinib",2e-10,"M","trametinib",2.4e-11,"M",98,0.03799,0.00078,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3a",95680,"G11","BR1-O3a_G11","BR1","osimertinib",2e-10,"M","trametinib",6.1e-12,"M",128,0.0305,0.00159,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3a",95680,"G12","BR1-O3a_G12","BR1","osimertinib",2e-10,"M","control",0,"M",115,0.03719,0.00142,"BR1_osimertinib","BR1_osimertinib_control"
"HTS018","2017-07-28","BR1-O3a",95680,"G13","BR1-O3a_G13","BR1","osimertinib",2e-10,"M","panobinostat",4e-07,"M",74,-0.05109,0.02239,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3a",95680,"G14","BR1-O3a_G14","BR1","osimertinib",2e-10,"M","panobinostat",1e-07,"M",123,-0.07732,0.04204,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3a",95680,"G15","BR1-O3a_G15","BR1","osimertinib",2e-10,"M","panobinostat",2.5e-08,"M",90,-0.01462,0.00435,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3a",95680,"G16","BR1-O3a_G16","BR1","osimertinib",2e-10,"M","panobinostat",6.2e-09,"M",117,0.01688,0.00089,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3a",95680,"G17","BR1-O3a_G17","BR1","osimertinib",2e-10,"M","panobinostat",1.6e-09,"M",113,0.03569,0.00192,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3a",95680,"G18","BR1-O3a_G18","BR1","osimertinib",2e-10,"M","panobinostat",3.9e-10,"M",95,0.03853,0.00118,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3a",95680,"G19","BR1-O3a_G19","BR1","osimertinib",2e-10,"M","panobinostat",9.8e-11,"M",102,0.03302,0.00117,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3a",95680,"G20","BR1-O3a_G20","BR1","osimertinib",2e-10,"M","panobinostat",2.4e-11,"M",100,0.03624,0.00103,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3a",95680,"G21","BR1-O3a_G21","BR1","osimertinib",2e-10,"M","panobinostat",6.1e-12,"M",71,0.03731,0.00089,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3a",95680,"G22","BR1-O3a_G22","BR1","osimertinib",2e-10,"M","control",0,"M",83,0.03803,0.00095,"BR1_osimertinib","BR1_osimertinib_control"
"HTS018","2017-07-28","BR1-O3a",95680,"N03","BR1-O3a_N03","BR1","osimertinib",2e-10,"M","selumetinib",4e-06,"M",55,-0.00771,0.00307,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3a",95680,"N04","BR1-O3a_N04","BR1","osimertinib",2e-10,"M","selumetinib",1e-06,"M",70,0.01084,0.00101,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3a",95680,"N05","BR1-O3a_N05","BR1","osimertinib",2e-10,"M","selumetinib",2.5e-07,"M",53,0.01398,0.00155,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3a",95680,"N06","BR1-O3a_N06","BR1","osimertinib",2e-10,"M","selumetinib",6.3e-08,"M",60,0.01364,0.00113,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3a",95680,"N07","BR1-O3a_N07","BR1","osimertinib",2e-10,"M","selumetinib",1.6e-08,"M",58,0.01354,0.00079,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3a",95680,"N08","BR1-O3a_N08","BR1","osimertinib",2e-10,"M","selumetinib",3.9e-09,"M",102,0.0206,0.00162,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3a",95680,"N09","BR1-O3a_N09","BR1","osimertinib",2e-10,"M","selumetinib",9.8e-10,"M",86,0.01297,0.00082,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3a",95680,"N10","BR1-O3a_N10","BR1","osimertinib",2e-10,"M","selumetinib",2.4e-10,"M",64,0.01509,0.00086,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3a",95680,"N11","BR1-O3a_N11","BR1","osimertinib",2e-10,"M","selumetinib",6.1e-11,"M",83,0.01599,0.00089,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3a",95680,"N12","BR1-O3a_N12","BR1","osimertinib",2e-10,"M","control",0,"M",63,0.03431,0.00095,"BR1_osimertinib","BR1_osimertinib_control"
"HTS018","2017-07-28","BR1-O3a",95680,"N13","BR1-O3a_N13","BR1","osimertinib",2e-10,"M","MG132",4e-06,"M",94,-0.04493,0.03021,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3a",95680,"N14","BR1-O3a_N14","BR1","osimertinib",2e-10,"M","MG132",1e-06,"M",64,0.0319,0.001,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3a",95680,"N15","BR1-O3a_N15","BR1","osimertinib",2e-10,"M","MG132",2.5e-07,"M",91,0.03262,0.00134,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3a",95680,"N16","BR1-O3a_N16","BR1","osimertinib",2e-10,"M","MG132",6.3e-08,"M",83,0.03372,0.00075,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3a",95680,"N17","BR1-O3a_N17","BR1","osimertinib",2e-10,"M","MG132",1.6e-08,"M",135,0.03423,0.00129,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3a",95680,"N18","BR1-O3a_N18","BR1","osimertinib",2e-10,"M","MG132",3.9e-09,"M",87,0.03985,0.00126,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3a",95680,"N19","BR1-O3a_N19","BR1","osimertinib",2e-10,"M","MG132",9.8e-10,"M",75,0.03565,0.00068,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3a",95680,"N20","BR1-O3a_N20","BR1","osimertinib",2e-10,"M","MG132",2.4e-10,"M",73,0.04213,0.00121,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3a",95680,"N21","BR1-O3a_N21","BR1","osimertinib",2e-10,"M","MG132",6.1e-11,"M",74,0.03922,0.00078,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3a",95680,"N22","BR1-O3a_N22","BR1","osimertinib",2e-10,"M","control",0,"M",84,0.04019,0.00081,"BR1_osimertinib","BR1_osimertinib_control"
"HTS018","2017-07-28","BR1-O3b",95681,"G03","BR1-O3b_G03","BR1","osimertinib",2e-10,"M","trametinib",4e-07,"M",87,0.02051,0.0014,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3b",95681,"G04","BR1-O3b_G04","BR1","osimertinib",2e-10,"M","trametinib",1e-07,"M",99,0.02823,0.00114,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3b",95681,"G05","BR1-O3b_G05","BR1","osimertinib",2e-10,"M","trametinib",2.5e-08,"M",85,0.03852,0.00094,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3b",95681,"G06","BR1-O3b_G06","BR1","osimertinib",2e-10,"M","trametinib",6.2e-09,"M",81,0.03091,0.00111,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3b",95681,"G07","BR1-O3b_G07","BR1","osimertinib",2e-10,"M","trametinib",1.6e-09,"M",85,0.03799,0.00141,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3b",95681,"G08","BR1-O3b_G08","BR1","osimertinib",2e-10,"M","trametinib",3.9e-10,"M",114,0.02843,0.00107,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3b",95681,"G09","BR1-O3b_G09","BR1","osimertinib",2e-10,"M","trametinib",9.8e-11,"M",121,0.03468,0.00052,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3b",95681,"G10","BR1-O3b_G10","BR1","osimertinib",2e-10,"M","trametinib",2.4e-11,"M",125,0.03616,0.00104,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3b",95681,"G11","BR1-O3b_G11","BR1","osimertinib",2e-10,"M","trametinib",6.1e-12,"M",108,0.03171,0.00162,"BR1_osimertinib","BR1_osimertinib_trametinib"
"HTS018","2017-07-28","BR1-O3b",95681,"G12","BR1-O3b_G12","BR1","osimertinib",2e-10,"M","control",0,"M",97,0.03981,0.00142,"BR1_osimertinib","BR1_osimertinib_control"
"HTS018","2017-07-28","BR1-O3b",95681,"G13","BR1-O3b_G13","BR1","osimertinib",2e-10,"M","panobinostat",4e-07,"M",61,-0.02319,0.01522,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3b",95681,"G14","BR1-O3b_G14","BR1","osimertinib",2e-10,"M","panobinostat",1e-07,"M",80,-0.02541,0.01497,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3b",95681,"G15","BR1-O3b_G15","BR1","osimertinib",2e-10,"M","panobinostat",2.5e-08,"M",106,-0.02128,0.00771,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3b",95681,"G16","BR1-O3b_G16","BR1","osimertinib",2e-10,"M","panobinostat",6.2e-09,"M",63,0.01655,0.00187,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3b",95681,"G17","BR1-O3b_G17","BR1","osimertinib",2e-10,"M","panobinostat",1.6e-09,"M",104,0.0369,0.00186,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3b",95681,"G18","BR1-O3b_G18","BR1","osimertinib",2e-10,"M","panobinostat",3.9e-10,"M",110,0.03914,0.00112,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3b",95681,"G19","BR1-O3b_G19","BR1","osimertinib",2e-10,"M","panobinostat",9.8e-11,"M",95,0.03407,0.00132,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3b",95681,"G20","BR1-O3b_G20","BR1","osimertinib",2e-10,"M","panobinostat",2.4e-11,"M",84,0.03633,0.00069,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3b",95681,"G21","BR1-O3b_G21","BR1","osimertinib",2e-10,"M","panobinostat",6.1e-12,"M",90,0.03593,0.00103,"BR1_osimertinib","BR1_osimertinib_panobinostat"
"HTS018","2017-07-28","BR1-O3b",95681,"G22","BR1-O3b_G22","BR1","osimertinib",2e-10,"M","control",0,"M",74,0.03906,0.00102,"BR1_osimertinib","BR1_osimertinib_control"
"HTS018","2017-07-28","BR1-O3b",95681,"N03","BR1-O3b_N03","BR1","osimertinib",2e-10,"M","selumetinib",4e-06,"M",42,-0.02332,0.0144,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3b",95681,"N04","BR1-O3b_N04","BR1","osimertinib",2e-10,"M","selumetinib",1e-06,"M",79,0.01001,0.00082,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3b",95681,"N05","BR1-O3b_N05","BR1","osimertinib",2e-10,"M","selumetinib",2.5e-07,"M",84,0.0136,0.00163,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3b",95681,"N06","BR1-O3b_N06","BR1","osimertinib",2e-10,"M","selumetinib",6.3e-08,"M",91,0.01211,0.00162,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3b",95681,"N07","BR1-O3b_N07","BR1","osimertinib",2e-10,"M","selumetinib",1.6e-08,"M",74,0.01977,8e-04,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3b",95681,"N08","BR1-O3b_N08","BR1","osimertinib",2e-10,"M","selumetinib",3.9e-09,"M",47,0.02367,0.00112,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3b",95681,"N09","BR1-O3b_N09","BR1","osimertinib",2e-10,"M","selumetinib",9.8e-10,"M",66,0.02485,0.00092,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3b",95681,"N10","BR1-O3b_N10","BR1","osimertinib",2e-10,"M","selumetinib",2.4e-10,"M",69,0.02152,0.00083,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3b",95681,"N11","BR1-O3b_N11","BR1","osimertinib",2e-10,"M","selumetinib",6.1e-11,"M",54,0.02971,0.00164,"BR1_osimertinib","BR1_osimertinib_selumetinib"
"HTS018","2017-07-28","BR1-O3b",95681,"N12","BR1-O3b_N12","BR1","osimertinib",2e-10,"M","control",0,"M",77,0.03849,0.00087,"BR1_osimertinib","BR1_osimertinib_control"
"HTS018","2017-07-28","BR1-O3b",95681,"N13","BR1-O3b_N13","BR1","osimertinib",2e-10,"M","MG132",4e-06,"M",58,-0.06523,0.0326,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3b",95681,"N14","BR1-O3b_N14","BR1","osimertinib",2e-10,"M","MG132",1e-06,"M",66,0.02362,0.00106,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3b",95681,"N15","BR1-O3b_N15","BR1","osimertinib",2e-10,"M","MG132",2.5e-07,"M",55,0.0366,0.00248,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3b",95681,"N16","BR1-O3b_N16","BR1","osimertinib",2e-10,"M","MG132",6.3e-08,"M",86,0.03383,0.00172,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3b",95681,"N17","BR1-O3b_N17","BR1","osimertinib",2e-10,"M","MG132",1.6e-08,"M",77,0.03455,0.00085,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3b",95681,"N18","BR1-O3b_N18","BR1","osimertinib",2e-10,"M","MG132",3.9e-09,"M",99,0.03603,0.00133,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3b",95681,"N19","BR1-O3b_N19","BR1","osimertinib",2e-10,"M","MG132",9.8e-10,"M",71,0.03676,0.00088,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3b",95681,"N20","BR1-O3b_N20","BR1","osimertinib",2e-10,"M","MG132",2.4e-10,"M",69,0.04184,0.00124,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3b",95681,"N21","BR1-O3b_N21","BR1","osimertinib",2e-10,"M","MG132",6.1e-11,"M",83,0.03535,0.00087,"BR1_osimertinib","BR1_osimertinib_MG132"
"HTS018","2017-07-28","BR1-O3b",95681,"N22","BR1-O3b_N22","BR1","osimertinib",2e-10,"M","control",0,"M",70,0.04324,0.0013,"BR1_osimertinib","BR1_osimertinib_control"
"HTS018","2017-07-28","BR1-O4a",95682,"G03","BR1-O4a_G03","BR1","osimertinib",2e-10,"M","tanespimycin",4e-06,"M",79,-0.01494,0.00812,"BR1_osimertinib","BR1_osimertinib_tanespimycin"
"HTS018","2017-07-28","BR1-O4a",95682,"G04","BR1-O4a_G04","BR1","osimertinib",2e-10,"M","tanespimycin",1e-06,"M",79,-0.01145,0.00599,"BR1_osimertinib","BR1_osimertinib_tanespimycin"
"HTS018","2017-07-28","BR1-O4a",95682,"G05","BR1-O4a_G05","BR1","osimertinib",2e-10,"M","tanespimycin",2.5e-07,"M",61,0.00306,0.00256,"BR1_osimertinib","BR1_osimertinib_tanespimycin"
"HTS018","2017-07-28","BR1-O4a",95682,"G06","BR1-O4a_G06","BR1","osimertinib",2e-10,"M","tanespimycin",6.3e-08,"M",78,-0.00908,0.0052,"BR1_osimertinib","BR1_osimertinib_tanespimycin"
"HTS018","2017-07-28","BR1-O4a",95682,"G07","BR1-O4a_G07","BR1","osimertinib",2e-10,"M","tanespimycin",1.6e-08,"M",100,0.02858,0.00138,"BR1_osimertinib","BR1_osimertinib_tanespimycin"
"HTS018","2017-07-28","BR1-O4a",95682,"G08","BR1-O4a_G08","BR1","osimertinib",2e-10,"M","tanespimycin",3.9e-09,"M",93,0.03122,0.00104,"BR1_osimertinib","BR1_osimertinib_tanespimycin"
"HTS018","2017-07-28","BR1-O4a",95682,"G09","BR1-O4a_G09","BR1","osimertinib",2e-10,"M","tanespimycin",9.8e-10,"M",92,0.03626,0.00085,"BR1_osimertinib","BR1_osimertinib_tanespimycin"
"HTS018","2017-07-28","BR1-O4a",95682,"G10","BR1-O4a_G10","BR1","osimertinib",2e-10,"M","tanespimycin",2.4e-10,"M",94,0.03783,0.00125,"BR1_osimertinib","BR1_osimertinib_tanespimycin"
"HTS018","2017-07-28","BR1-O4a",95682,"G11","BR1-O4a_G11","BR1","osimertinib",2e-10,"M","tanespimycin",6.1e-11,"M",118,0.03527,0.00113,"BR1_osimertinib","BR1_osimertinib_tanespimycin"
"HTS018","2017-07-28","BR1-O4a",95682,"G12","BR1-O4a_G12","BR1","osimertinib",2e-10,"M","control",0,"M",161,0.04186,0.00184,"BR1_osimertinib","BR1_osimertinib_control"
"HTS018","2017-07-28","BR1-O4a",95682,"G13","BR1-O4a_G13","BR1","osimertinib",2e-10,"M","cabozantinib",4e-06,"M",110,0.01662,0.00182,"BR1_osimertinib","BR1_osimertinib_cabozantinib"
"HTS018","2017-07-28","BR1-O4a",95682,"G14","BR1-O4a_G14","BR1","osimertinib",2e-10,"M","cabozantinib",1e-06,"M",147,0.03212,0.00158,"BR1_osimertinib","BR1_osimertinib_cabozantinib"
"HTS018","2017-07-28","BR1-O4a",95682,"G15","BR1-O4a_G15","BR1","osimertinib",2e-10,"M","cabozantinib",2.5e-07,"M",106,0.03887,0.00093,"BR1_osimertinib","BR1_osimertinib_cabozantinib"
"HTS018","2017-07-28","BR1-O4a",95682,"G16","BR1-O4a_G16","BR1","osimertinib",2e-10,"M","cabozantinib",6.3e-08,"M",80,0.03721,5e-04,"BR1_osimertinib","BR1_osimertinib_cabozantinib"
"HTS018","2017-07-28","BR1-O4a",95682,"G17","BR1-O4a_G17","BR1","osimertinib",2e-10,"M","cabozantinib",1.6e-08,"M",114,0.03928,0.00094,"BR1_osimertinib","BR1_osimertinib_cabozantinib"
"HTS018","2017-07-28","BR1-O4a",95682,"G18","BR1-O4a_G18","BR1","osimertinib",2e-10,"M","cabozantinib",3.9e-09,"M",110,0.03842,0.00097,"BR1_osimertinib","BR1_osimertinib_cabozantinib"
"HTS018","2017-07-28","BR1-O4a",95682,"G19","BR1-O4a_G19","BR1","osimertinib",2e-10,"M","cabozantinib",9.8e-10,"M",84,0.03392,0.00085,"BR1_osimertinib","BR1_osimertinib_cabozantinib"
"HTS018","2017-07-28","BR1-O4a",95682,"G20","BR1-O4a_G20","BR1","osimertinib",2e-10,"M","cabozantinib",2.4e-10,"M",103,0.03748,0.00057,"BR1_osimertinib","BR1_osimertinib_cabozantinib"
"HTS018","2017-07-28","BR1-O4a",95682,"G21","BR1-O4a_G21","BR1","osimertinib",2e-10,"M","cabozantinib",6.1e-11,"M",73,0.038,0.001,"BR1_osimertinib","BR1_osimertinib_cabozantinib"
"HTS018","2017-07-28","BR1-O4a",95682,"G22","BR1-O4a_G22","BR1","osimertinib",2e-10,"M","control",0,"M",85,0.03991,0.00134,"BR1_osimertinib","BR1_osimertinib_control"
"HTS018","2017-07-28","BR1-O4a",95682,"N03","BR1-O4a_N03","BR1","osimertinib",2e-10,"M","buparlisib",4e-06,"M",74,-0.01378,0.00564,"BR1_osimertinib","BR1_osimertinib_buparlisib"
"HTS018","2017-07-28","BR1-O4a",95682,"N04","BR1-O4a_N04","BR1","osimertinib",2e-10,"M","buparlisib",1e-06,"M",102,0.00695,0.00094,"BR1_osimertinib","BR1_osimertinib_buparlisib"
"HTS018","2017-07-28","BR1-O4a",95682,"N05","BR1-O4a_N05","BR1","osimertinib",2e-10,"M","buparlisib",2.5e-07,"M",97,0.01475,0.00174,"BR1_osimertinib","BR1_osimertinib_buparlisib"
"HTS018","2017-07-28","BR1-O4a",95682,"N06","BR1-O4a_N06","BR1","osimertinib",2e-10,"M","buparlisib",6.3e-08,"M",81,0.01232,0.00162,"BR1_osimertinib","BR1_osimertinib_buparlisib"
"HTS018","2017-07-28","BR1-O4a",95682,"N07","BR1-O4a_N07","BR1","osimertinib",2e-10,"M","buparlisib",1.6e-08,"M",82,0.01293,0.00067,"BR1_osimertinib","BR1_osimertinib_buparlisib"
"HTS018","2017-07-28","BR1-O4a",95682,"N08","BR1-O4a_N08","BR1","osimertinib",2e-10,"M","buparlisib",3.9e-09,"M",81,0.01696,0.00092,"BR1_osimertinib","BR1_osimertinib_buparlisib"
"HTS018","2017-07-28","BR1-O4a",95682,"N09","BR1-O4a_N09","BR1","osimertinib",2e-10,"M","buparlisib",9.8e-10,"M",79,0.01504,0.00175,"BR1_osimertinib","BR1_osimertinib_buparlisib"
"HTS018","2017-07-28","BR1-O4a",95682,"N10","BR1-O4a_N10","BR1","osimertinib",2e-10,"M","buparlisib",2.4e-10,"M",92,0.01267,0.00076,"BR1_osimertinib","BR1_osimertinib_buparlisib"
"HTS018","2017-07-28","BR1-O4a",95682,"N11","BR1-O4a_N11","BR1","osimertinib",2e-10,"M","buparlisib",6.1e-11,"M",82,0.01805,0.00077,"BR1_osimertinib","BR1_osimertinib_buparlisib"
"HTS018","2017-07-28","BR1-O4a",95682,"N12","BR1-O4a_N12","BR1","osimertinib",2e-10,"M","control",0,"M",84,0.0382,0.00106,"BR1_osimertinib","BR1_osimertinib_control"
"HTS018","2017-07-28","BR1-O4a",95682,"N13","BR1-O4a_N13","BR1","osimertinib",2e-10,"M","carfilzomib",4e-06,"M",64,-0.00683,0.00463,"BR1_osimertinib","BR1_osimertinib_carfilzomib"
