,expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,time,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,cell.count,ch2.pos,image.time,orig.cell.count,per_via,per_via_std
16640,HTS015,2017-06-02,PC9c1-D2b,93967,C19,PC9c1-D2b_C19,PC9c1,4.8,Amiodarone,3.7e-07,M,osimertinib,0.0,M,107,1,2017-06-02 15:48:09,108,1.01697638064,0.0949758249633
16656,HTS015,2017-06-02,PC9c1-D2b,93967,C20,PC9c1-D2b_C20,PC9c1,4.8,Amiodarone,1.23e-07,M,osimertinib,0.0,M,82,0,2017-06-02 15:48:09,82,1.25404025518,0.117115313629
16672,HTS015,2017-06-02,PC9c1-D2b,93967,C21,PC9c1-D2b_C21,PC9c1,4.8,Amiodarone,4.11e-08,M,osimertinib,0.0,M,80,0,2017-06-02 15:48:09,80,1.13033291519,0.105562236397
16688,HTS015,2017-06-02,PC9c1-D2b,93967,C22,PC9c1-D2b_C22,PC9c1,4.8,Amiodarone,0.0,M,osimertinib,0.0,M,93,0,2017-06-02 15:48:09,93,1.12420664316,0.104990101437
16704,HTS015,2017-06-02,PC9c1-D2b,93967,C23,PC9c1-D2b_C23,PC9c1,4.8,control,0.0,M,control,0.0,M,95,1,2017-06-02 15:48:09,96,1.0797685213,0.100840007725
16720,HTS015,2017-06-02,PC9c1-D2b,93967,D02,PC9c1-D2b_D02,PC9c1,4.8,Ivacaftor,1e-05,M,osimertinib,2e-09,M,76,0,2017-06-02 15:48:09,76,0.348609681483,0.0325567955356
16736,HTS015,2017-06-02,PC9c1-D2b,93967,D03,PC9c1-D2b_D03,PC9c1,4.8,Ivacaftor,3.1e-06,M,osimertinib,2e-09,M,99,0,2017-06-02 15:48:09,99,0.509135027217,0.0475483208343
16752,HTS015,2017-06-02,PC9c1-D2b,93967,D04,PC9c1-D2b_D04,PC9c1,4.8,Ivacaftor,1.11e-06,M,osimertinib,2e-09,M,72,2,2017-06-02 15:48:09,74,0.475214364412,0.0443804567673
16768,HTS015,2017-06-02,PC9c1-D2b,93967,D05,PC9c1-D2b_D05,PC9c1,4.8,Ivacaftor,3.7e-07,M,osimertinib,2e-09,M,86,0,2017-06-02 15:48:09,86,0.474609612995,0.0443239787941
16784,HTS015,2017-06-02,PC9c1-D2b,93967,D06,PC9c1-D2b_D06,PC9c1,4.8,Ivacaftor,1.23e-07,M,osimertinib,2e-09,M,111,0,2017-06-02 15:48:09,111,0.485041061833,0.045298175912
16800,HTS015,2017-06-02,PC9c1-D2b,93967,D07,PC9c1-D2b_D07,PC9c1,4.8,Ivacaftor,4.11e-08,M,osimertinib,2e-09,M,127,0,2017-06-02 15:48:09,127,0.47520493559,0.0443795762058
16816,HTS015,2017-06-02,PC9c1-D2b,93967,D08,PC9c1-D2b_D08,PC9c1,4.8,Ivacaftor,0.0,M,osimertinib,2e-09,M,125,2,2017-06-02 15:48:09,127,0.457124910468,0.0426910755347
16832,HTS015,2017-06-02,PC9c1-D2b,93967,D09,PC9c1-D2b_D09,PC9c1,4.8,Sunitinib,1e-05,M,osimertinib,2e-09,M,1,106,2017-06-02 15:48:09,106,0.158012257738,0.0147568270204
16848,HTS015,2017-06-02,PC9c1-D2b,93967,D10,PC9c1-D2b_D10,PC9c1,4.8,Sunitinib,3.1e-06,M,osimertinib,2e-09,M,13,57,2017-06-02 15:48:09,70,0.675554691997,0.0630903189115
16864,HTS015,2017-06-02,PC9c1-D2b,93967,D11,PC9c1-D2b_D11,PC9c1,4.8,Sunitinib,1.11e-06,M,osimertinib,2e-09,M,63,13,2017-06-02 15:48:09,76,0.5969351959,0.0557480131883
16880,HTS015,2017-06-02,PC9c1-D2b,93967,D12,PC9c1-D2b_D12,PC9c1,4.8,Sunitinib,3.7e-07,M,osimertinib,2e-09,M,98,1,2017-06-02 15:48:09,99,0.523605001273,0.0488996774137
16896,HTS015,2017-06-02,PC9c1-D2b,93967,D13,PC9c1-D2b_D13,PC9c1,4.8,Sunitinib,1.23e-07,M,osimertinib,2e-09,M,110,0,2017-06-02 15:48:09,110,0.487564571239,0.0455338474498
16912,HTS015,2017-06-02,PC9c1-D2b,93967,D14,PC9c1-D2b_D14,PC9c1,4.8,Sunitinib,4.11e-08,M,osimertinib,2e-09,M,116,1,2017-06-02 15:48:09,117,0.473546258074,0.044224671659
16928,HTS015,2017-06-02,PC9c1-D2b,93967,D15,PC9c1-D2b_D15,PC9c1,4.8,Sunitinib,0.0,M,osimertinib,2e-09,M,90,4,2017-06-02 15:48:09,94,0.464425284887,0.0433728603786
16944,HTS015,2017-06-02,PC9c1-D2b,93967,D16,PC9c1-D2b_D16,PC9c1,4.8,Amiodarone,1e-05,M,osimertinib,2e-09,M,117,0,2017-06-02 15:48:09,117,0.276072023418,0.0257824750629
16960,HTS015,2017-06-02,PC9c1-D2b,93967,D17,PC9c1-D2b_D17,PC9c1,4.8,Amiodarone,3.1e-06,M,osimertinib,2e-09,M,154,0,2017-06-02 15:48:09,154,0.399957583091,0.0373521963022
16976,HTS015,2017-06-02,PC9c1-D2b,93967,D18,PC9c1-D2b_D18,PC9c1,4.8,Amiodarone,1.11e-06,M,osimertinib,2e-09,M,88,0,2017-06-02 15:48:09,88,0.477680760217,0.0446107944434
16992,HTS015,2017-06-02,PC9c1-D2b,93967,D19,PC9c1-D2b_D19,PC9c1,4.8,Amiodarone,3.7e-07,M,osimertinib,2e-09,M,98,0,2017-06-02 15:48:09,98,0.499004380276,0.046602215724
17008,HTS015,2017-06-02,PC9c1-D2b,93967,D20,PC9c1-D2b_D20,PC9c1,4.8,Amiodarone,1.23e-07,M,osimertinib,2e-09,M,88,1,2017-06-02 15:48:09,89,0.534439801798,0.0499115437046
17024,HTS015,2017-06-02,PC9c1-D2b,93967,D21,PC9c1-D2b_D21,PC9c1,4.8,Amiodarone,4.11e-08,M,osimertinib,2e-09,M,115,1,2017-06-02 15:48:09,116,0.477692200335,0.0446118628406
17040,HTS015,2017-06-02,PC9c1-D2b,93967,D22,PC9c1-D2b_D22,PC9c1,4.8,Amiodarone,0.0,M,osimertinib,2e-09,M,108,0,2017-06-02 15:48:09,108,0.512264494789,0.0478405830441
17056,HTS015,2017-06-02,PC9c1-D2b,93967,D23,PC9c1-D2b_D23,PC9c1,4.8,control,0.0,M,control,0.0,M,84,0,2017-06-02 15:48:09,84,1.14539678298,0.106969056946
17072,HTS015,2017-06-02,PC9c1-D2b,93967,E02,PC9c1-D2b_E02,PC9c1,4.8,Ivacaftor,1e-05,M,osimertinib,2e-08,M,105,0,2017-06-02 15:48:09,105,0.359225242583,0.0335481869701
17088,HTS015,2017-06-02,PC9c1-D2b,93967,E03,PC9c1-D2b_E03,PC9c1,4.8,Ivacaftor,3.1e-06,M,osimertinib,2e-08,M,132,0,2017-06-02 15:48:09,132,0.352514571333,0.0329214747375
17104,HTS015,2017-06-02,PC9c1-D2b,93967,E04,PC9c1-D2b_E04,PC9c1,4.8,Ivacaftor,1.11e-06,M,osimertinib,2e-08,M,84,2,2017-06-02 15:48:09,86,0.409886794248,0.038279489245
17120,HTS015,2017-06-02,PC9c1-D2b,93967,E05,PC9c1-D2b_E05,PC9c1,4.8,Ivacaftor,3.7e-07,M,osimertinib,2e-08,M,104,0,2017-06-02 15:48:09,104,0.409387369293,0.0382328477517
17136,HTS015,2017-06-02,PC9c1-D2b,93967,E06,PC9c1-D2b_E06,PC9c1,4.8,Ivacaftor,1.23e-07,M,osimertinib,2e-08,M,122,0,2017-06-02 15:48:09,122,0.378022609902,0.0353036805118
17152,HTS015,2017-06-02,PC9c1-D2b,93967,E07,PC9c1-D2b_E07,PC9c1,4.8,Ivacaftor,4.11e-08,M,osimertinib,2e-08,M,97,1,2017-06-02 15:48:09,98,0.355197974926,0.0331720788565
17168,HTS015,2017-06-02,PC9c1-D2b,93967,E08,PC9c1-D2b_E08,PC9c1,4.8,Ivacaftor,0.0,M,osimertinib,2e-08,M,78,1,2017-06-02 15:48:09,79,0.356139848223,0.0332600407749
17184,HTS015,2017-06-02,PC9c1-D2b,93967,E09,PC9c1-D2b_E09,PC9c1,4.8,Sunitinib,1e-05,M,osimertinib,2e-08,M,1,94,2017-06-02 15:48:09,94,0.158012257738,0.0147568270204
17200,HTS015,2017-06-02,PC9c1-D2b,93967,E10,PC9c1-D2b_E10,PC9c1,4.8,Sunitinib,3.1e-06,M,osimertinib,2e-08,M,19,104,2017-06-02 15:48:09,123,0.137037598704,0.0127979953474
17216,HTS015,2017-06-02,PC9c1-D2b,93967,E11,PC9c1-D2b_E11,PC9c1,4.8,Sunitinib,1.11e-06,M,osimertinib,2e-08,M,95,15,2017-06-02 15:48:09,110,0.455112153322,0.0425031033516
17232,HTS015,2017-06-02,PC9c1-D2b,93967,E12,PC9c1-D2b_E12,PC9c1,4.8,Sunitinib,3.7e-07,M,osimertinib,2e-08,M,131,4,2017-06-02 15:48:09,135,0.393532206983,0.0367521278953
17248,HTS015,2017-06-02,PC9c1-D2b,93967,E13,PC9c1-D2b_E13,PC9c1,4.8,Sunitinib,1.23e-07,M,osimertinib,2e-08,M,105,3,2017-06-02 15:48:09,108,0.3779930977,0.0353009243556
17264,HTS015,2017-06-02,PC9c1-D2b,93967,E14,PC9c1-D2b_E14,PC9c1,4.8,Sunitinib,4.11e-08,M,osimertinib,2e-08,M,118,1,2017-06-02 15:48:09,119,0.373122421063,0.034846049945
17280,HTS015,2017-06-02,PC9c1-D2b,93967,E15,PC9c1-D2b_E15,PC9c1,4.8,Sunitinib,0.0,M,osimertinib,2e-08,M,120,0,2017-06-02 15:48:09,120,0.351076216037,0.0327871461696
17296,HTS015,2017-06-02,PC9c1-D2b,93967,E16,PC9c1-D2b_E16,PC9c1,4.8,Amiodarone,1e-05,M,osimertinib,2e-08,M,123,0,2017-06-02 15:48:09,123,0.267910793816,0.0250202946141
17312,HTS015,2017-06-02,PC9c1-D2b,93967,E17,PC9c1-D2b_E17,PC9c1,4.8,Amiodarone,3.1e-06,M,osimertinib,2e-08,M,123,0,2017-06-02 15:48:09,123,0.329575317024,0.0307791687376
17328,HTS015,2017-06-02,PC9c1-D2b,93967,E18,PC9c1-D2b_E18,PC9c1,4.8,Amiodarone,1.11e-06,M,osimertinib,2e-08,M,121,1,2017-06-02 15:48:09,122,0.342211158752,0.0319592349761
17344,HTS015,2017-06-02,PC9c1-D2b,93967,E19,PC9c1-D2b_E19,PC9c1,4.8,Amiodarone,3.7e-07,M,osimertinib,2e-08,M,121,1,2017-06-02 15:48:09,122,0.368105009955,0.0343774719443
17360,HTS015,2017-06-02,PC9c1-D2b,93967,E20,PC9c1-D2b_E20,PC9c1,4.8,Amiodarone,1.23e-07,M,osimertinib,2e-08,M,94,1,2017-06-02 15:48:09,95,0.378755573378,0.0353721322596
17376,HTS015,2017-06-02,PC9c1-D2b,93967,E21,PC9c1-D2b_E21,PC9c1,4.8,Amiodarone,4.11e-08,M,osimertinib,2e-08,M,119,0,2017-06-02 15:48:09,119,0.345972581912,0.0323105157673
17392,HTS015,2017-06-02,PC9c1-D2b,93967,E22,PC9c1-D2b_E22,PC9c1,4.8,Amiodarone,0.0,M,osimertinib,2e-08,M,85,0,2017-06-02 15:48:09,85,0.397921569258,0.0371620521679
17408,HTS015,2017-06-02,PC9c1-D2b,93967,E23,PC9c1-D2b_E23,PC9c1,4.8,control,0.0,M,control,0.0,M,101,0,2017-06-02 15:48:09,101,1.01505624033,0.0947965023027
17424,HTS015,2017-06-02,PC9c1-D2b,93967,F02,PC9c1-D2b_F02,PC9c1,4.8,Ivacaftor,1e-05,M,osimertinib,2e-07,M,95,1,2017-06-02 15:48:09,96,0.312115323739,0.0291485730839
17440,HTS015,2017-06-02,PC9c1-D2b,93967,F03,PC9c1-D2b_F03,PC9c1,4.8,Ivacaftor,3.1e-06,M,osimertinib,2e-07,M,72,3,2017-06-02 15:48:09,75,0.404246297621,0.0377527210422
17456,HTS015,2017-06-02,PC9c1-D2b,93967,F04,PC9c1-D2b_F04,PC9c1,4.8,Ivacaftor,1.11e-06,M,osimertinib,2e-07,M,116,0,2017-06-02 15:48:09,116,0.371697278269,0.0347129552978
17472,HTS015,2017-06-02,PC9c1-D2b,93967,F05,PC9c1-D2b_F05,PC9c1,4.8,Ivacaftor,3.7e-07,M,osimertinib,2e-07,M,117,0,2017-06-02 15:48:09,117,0.31054254139,0.0290016903205
17488,HTS015,2017-06-02,PC9c1-D2b,93967,F06,PC9c1-D2b_F06,PC9c1,4.8,Ivacaftor,1.23e-07,M,osimertinib,2e-07,M,93,1,2017-06-02 15:48:09,94,0.330368957333,0.0308532871188
17504,HTS015,2017-06-02,PC9c1-D2b,93967,F07,PC9c1-D2b_F07,PC9c1,4.8,Ivacaftor,4.11e-08,M,osimertinib,2e-07,M,91,0,2017-06-02 15:48:09,91,0.273959147135,0.0255851527141
17520,HTS015,2017-06-02,PC9c1-D2b,93967,F08,PC9c1-D2b_F08,PC9c1,4.8,Ivacaftor,0.0,M,osimertinib,2e-07,M,114,0,2017-06-02 15:48:09,114,0.34659539437,0.0323686804682
17536,HTS015,2017-06-02,PC9c1-D2b,93967,F09,PC9c1-D2b_F09,PC9c1,4.8,Sunitinib,1e-05,M,osimertinib,2e-07,M,1,99,2017-06-02 15:48:09,100,0.185513690491,0.0173251966631
17552,HTS015,2017-06-02,PC9c1-D2b,93967,F10,PC9c1-D2b_F10,PC9c1,4.8,Sunitinib,3.1e-06,M,osimertinib,2e-07,M,16,92,2017-06-02 15:48:09,108,0.156652269537,0.0146298171864
17568,HTS015,2017-06-02,PC9c1-D2b,93967,F11,PC9c1-D2b_F11,PC9c1,4.8,Sunitinib,1.11e-06,M,osimertinib,2e-07,M,104,20,2017-06-02 15:48:09,124,0.408140977738,0.0381164467531
17584,HTS015,2017-06-02,PC9c1-D2b,93967,F12,PC9c1-D2b_F12,PC9c1,4.8,Sunitinib,3.7e-07,M,osimertinib,2e-07,M,111,1,2017-06-02 15:48:09,112,0.336286148951,0.0314058959758
17600,HTS015,2017-06-02,PC9c1-D2b,93967,F13,PC9c1-D2b_F13,PC9c1,4.8,Sunitinib,1.23e-07,M,osimertinib,2e-07,M,115,0,2017-06-02 15:48:09,115,0.33642727368,0.0314190756699
17616,HTS015,2017-06-02,PC9c1-D2b,93967,F14,PC9c1-D2b_F14,PC9c1,4.8,Sunitinib,4.11e-08,M,osimertinib,2e-07,M,99,0,2017-06-02 15:48:09,99,0.325209978131,0.030371488018
17632,HTS015,2017-06-02,PC9c1-D2b,93967,F15,PC9c1-D2b_F15,PC9c1,4.8,Sunitinib,0.0,M,osimertinib,2e-07,M,114,1,2017-06-02 15:48:09,115,0.323940263217,0.0302529088418
17648,HTS015,2017-06-02,PC9c1-D2b,93967,F16,PC9c1-D2b_F16,PC9c1,4.8,Amiodarone,1e-05,M,osimertinib,2e-07,M,105,3,2017-06-02 15:48:09,108,0.27450422429,0.0256360576844
17664,HTS015,2017-06-02,PC9c1-D2b,93967,F17,PC9c1-D2b_F17,PC9c1,4.8,Amiodarone,3.1e-06,M,osimertinib,2e-07,M,92,0,2017-06-02 15:48:09,92,0.35330496538,0.032995289949
17680,HTS015,2017-06-02,PC9c1-D2b,93967,F18,PC9c1-D2b_F18,PC9c1,4.8,Amiodarone,1.11e-06,M,osimertinib,2e-07,M,125,0,2017-06-02 15:48:09,125,0.353825972223,0.0330439469834
17696,HTS015,2017-06-02,PC9c1-D2b,93967,F19,PC9c1-D2b_F19,PC9c1,4.8,Amiodarone,3.7e-07,M,osimertinib,2e-07,M,77,1,2017-06-02 15:48:09,78,0.416208569977,0.0388698823717
17712,HTS015,2017-06-02,PC9c1-D2b,93967,F20,PC9c1-D2b_F20,PC9c1,4.8,Amiodarone,1.23e-07,M,osimertinib,2e-07,M,96,4,2017-06-02 15:48:09,100,0.353975228742,0.0330578861085
17728,HTS015,2017-06-02,PC9c1-D2b,93967,F21,PC9c1-D2b_F21,PC9c1,4.8,Amiodarone,4.11e-08,M,osimertinib,2e-07,M,123,0,2017-06-02 15:48:09,123,0.352857005028,0.0329534547552
17744,HTS015,2017-06-02,PC9c1-D2b,93967,F22,PC9c1-D2b_F22,PC9c1,4.8,Amiodarone,0.0,M,osimertinib,2e-07,M,136,0,2017-06-02 15:48:09,136,0.357205850745,0.0333595951705
17760,HTS015,2017-06-02,PC9c1-D2b,93967,F23,PC9c1-D2b_F23,PC9c1,4.8,control,0.0,M,control,0.0,M,96,1,2017-06-02 15:48:09,97,1.11699669652,0.10431676168
17776,HTS015,2017-06-02,PC9c1-D2b,93967,G02,PC9c1-D2b_G02,PC9c1,4.8,Loratadine,1e-05,M,osimertinib,0.0,M,110,3,2017-06-02 15:48:09,113,0.846605416269,0.0790648134598
17792,HTS015,2017-06-02,PC9c1-D2b,93967,G03,PC9c1-D2b_G03,PC9c1,4.8,Loratadine,3.1e-06,M,osimertinib,0.0,M,96,0,2017-06-02 15:48:09,96,0.953625587866,0.0890594694603
17808,HTS015,2017-06-02,PC9c1-D2b,93967,G04,PC9c1-D2b_G04,PC9c1,4.8,Loratadine,1.11e-06,M,osimertinib,0.0,M,118,0,2017-06-02 15:48:09,118,0.968897982312,0.0904857643963
17824,HTS015,2017-06-02,PC9c1-D2b,93967,G05,PC9c1-D2b_G05,PC9c1,4.8,Loratadine,3.7e-07,M,osimertinib,0.0,M,107,1,2017-06-02 15:48:09,108,0.961547877239,0.0897993351869
17840,HTS015,2017-06-02,PC9c1-D2b,93967,G06,PC9c1-D2b_G06,PC9c1,4.8,Loratadine,1.23e-07,M,osimertinib,0.0,M,116,0,2017-06-02 15:48:09,116,0.903745906264,0.0844011863386
17856,HTS015,2017-06-02,PC9c1-D2b,93967,G07,PC9c1-D2b_G07,PC9c1,4.8,Loratadine,4.11e-08,M,osimertinib,0.0,M,123,0,2017-06-02 15:48:09,123,1.01207581824,0.0945181595094
17872,HTS015,2017-06-02,PC9c1-D2b,93967,G08,PC9c1-D2b_G08,PC9c1,4.8,Loratadine,0.0,M,osimertinib,0.0,M,141,2,2017-06-02 15:48:09,143,0.985822740248,0.0920663742096
17888,HTS015,2017-06-02,PC9c1-D2b,93967,G09,PC9c1-D2b_G09,PC9c1,4.8,Verteporfin,1e-05,M,osimertinib,0.0,M,123,0,2017-06-02 15:48:09,123,0.909969561273,0.0849824159326
17904,HTS015,2017-06-02,PC9c1-D2b,93967,G10,PC9c1-D2b_G10,PC9c1,4.8,Verteporfin,3.1e-06,M,osimertinib,0.0,M,137,1,2017-06-02 15:48:09,138,0.975500189064,0.0911023470867
17920,HTS015,2017-06-02,PC9c1-D2b,93967,G11,PC9c1-D2b_G11,PC9c1,4.8,Verteporfin,1.11e-06,M,osimertinib,0.0,M,109,0,2017-06-02 15:48:09,109,1.0621870134,0.0991980637737
17936,HTS015,2017-06-02,PC9c1-D2b,93967,G12,PC9c1-D2b_G12,PC9c1,4.8,Verteporfin,3.7e-07,M,osimertinib,0.0,M,122,0,2017-06-02 15:48:09,122,1.04230841574,0.0973415937043
17952,HTS015,2017-06-02,PC9c1-D2b,93967,G13,PC9c1-D2b_G13,PC9c1,4.8,Verteporfin,1.23e-07,M,osimertinib,0.0,M,142,0,2017-06-02 15:48:09,142,0.969641138332,0.0905551680298
17968,HTS015,2017-06-02,PC9c1-D2b,93967,G14,PC9c1-D2b_G14,PC9c1,4.8,Verteporfin,4.11e-08,M,osimertinib,0.0,M,155,0,2017-06-02 15:48:09,155,0.990427437002,0.0924964086542
17984,HTS015,2017-06-02,PC9c1-D2b,93967,G15,PC9c1-D2b_G15,PC9c1,4.8,Verteporfin,0.0,M,osimertinib,0.0,M,143,1,2017-06-02 15:48:09,144,1.0684125936,0.0997794731619
18000,HTS015,2017-06-02,PC9c1-D2b,93967,G16,PC9c1-D2b_G16,PC9c1,4.8,Bazedoxifene,1e-05,M,osimertinib,0.0,M,132,1,2017-06-02 15:48:09,133,0.271028066134,0.0253114179043
18016,HTS015,2017-06-02,PC9c1-D2b,93967,G17,PC9c1-D2b_G17,PC9c1,4.8,Bazedoxifene,3.1e-06,M,osimertinib,0.0,M,135,1,2017-06-02 15:48:09,136,1.06751206883,0.0996953727986
18032,HTS015,2017-06-02,PC9c1-D2b,93967,G18,PC9c1-D2b_G18,PC9c1,4.8,Bazedoxifene,1.11e-06,M,osimertinib,0.0,M,106,0,2017-06-02 15:48:09,106,1.02217483528,0.0954613106902
18048,HTS015,2017-06-02,PC9c1-D2b,93967,G19,PC9c1-D2b_G19,PC9c1,4.8,Bazedoxifene,3.7e-07,M,osimertinib,0.0,M,105,0,2017-06-02 15:48:09,105,1.21395301187,0.113371550179
18064,HTS015,2017-06-02,PC9c1-D2b,93967,G20,PC9c1-D2b_G20,PC9c1,4.8,Bazedoxifene,1.23e-07,M,osimertinib,0.0,M,132,0,2017-06-02 15:48:09,132,1.05464028904,0.0984932722111
18080,HTS015,2017-06-02,PC9c1-D2b,93967,G21,PC9c1-D2b_G21,PC9c1,4.8,Bazedoxifene,4.11e-08,M,osimertinib,0.0,M,122,3,2017-06-02 15:48:09,125,1.08215558793,0.101062936818
18096,HTS015,2017-06-02,PC9c1-D2b,93967,G22,PC9c1-D2b_G22,PC9c1,4.8,Bazedoxifene,0.0,M,osimertinib,0.0,M,123,2,2017-06-02 15:48:09,125,1.10900551478,0.103570462068
18112,HTS015,2017-06-02,PC9c1-D2b,93967,G23,PC9c1-D2b_G23,PC9c1,4.8,control,0.0,M,control,0.0,M,94,0,2017-06-02 15:48:09,94,0.974025964833,0.0909646687048
18128,HTS015,2017-06-02,PC9c1-D2b,93967,H02,PC9c1-D2b_H02,PC9c1,4.8,Loratadine,1e-05,M,osimertinib,2e-09,M,82,0,2017-06-02 15:48:09,82,0.408386771183,0.0381394014998
18144,HTS015,2017-06-02,PC9c1-D2b,93967,H03,PC9c1-D2b_H03,PC9c1,4.8,Loratadine,3.1e-06,M,osimertinib,2e-09,M,117,2,2017-06-02 15:48:09,119,0.431980949794,0.0403428711384
18160,HTS015,2017-06-02,PC9c1-D2b,93967,H04,PC9c1-D2b_H04,PC9c1,4.8,Loratadine,1.11e-06,M,osimertinib,2e-09,M,115,0,2017-06-02 15:48:09,115,0.464325127426,0.0433635066339
18176,HTS015,2017-06-02,PC9c1-D2b,93967,H05,PC9c1-D2b_H05,PC9c1,4.8,Loratadine,3.7e-07,M,osimertinib,2e-09,M,114,1,2017-06-02 15:48:09,115,0.424500628201,0.039644280957
18192,HTS015,2017-06-02,PC9c1-D2b,93967,H06,PC9c1-D2b_H06,PC9c1,4.8,Loratadine,1.23e-07,M,osimertinib,2e-09,M,107,1,2017-06-02 15:48:09,108,0.426898733345,0.0398682409415
18208,HTS015,2017-06-02,PC9c1-D2b,93967,H07,PC9c1-D2b_H07,PC9c1,4.8,Loratadine,4.11e-08,M,osimertinib,2e-09,M,137,2,2017-06-02 15:48:09,139,0.483681900276,0.0451712432786
18224,HTS015,2017-06-02,PC9c1-D2b,93967,H08,PC9c1-D2b_H08,PC9c1,4.8,Loratadine,0.0,M,osimertinib,2e-09,M,116,1,2017-06-02 15:48:09,117,0.489769049137,0.0457397245095
18240,HTS015,2017-06-02,PC9c1-D2b,93967,H09,PC9c1-D2b_H09,PC9c1,4.8,Verteporfin,1e-05,M,osimertinib,2e-09,M,118,1,2017-06-02 15:48:09,119,0.455041975812,0.0424965494463
18256,HTS015,2017-06-02,PC9c1-D2b,93967,H10,PC9c1-D2b_H10,PC9c1,4.8,Verteporfin,3.1e-06,M,osimertinib,2e-09,M,123,1,2017-06-02 15:48:09,124,0.498114693308,0.0465191275076
18272,HTS015,2017-06-02,PC9c1-D2b,93967,H11,PC9c1-D2b_H11,PC9c1,4.8,Verteporfin,1.11e-06,M,osimertinib,2e-09,M,99,0,2017-06-02 15:48:09,99,0.432362534829,0.0403785075152
18288,HTS015,2017-06-02,PC9c1-D2b,93967,H12,PC9c1-D2b_H12,PC9c1,4.8,Verteporfin,3.7e-07,M,osimertinib,2e-09,M,103,0,2017-06-02 15:48:09,103,0.431401092945,0.0402887180788
18304,HTS015,2017-06-02,PC9c1-D2b,93967,H13,PC9c1-D2b_H13,PC9c1,4.8,Verteporfin,1.23e-07,M,osimertinib,2e-09,M,119,1,2017-06-02 15:48:09,120,0.478423186152,0.0446801298941
18320,HTS015,2017-06-02,PC9c1-D2b,93967,H14,PC9c1-D2b_H14,PC9c1,4.8,Verteporfin,4.11e-08,M,osimertinib,2e-09,M,114,0,2017-06-02 15:48:09,114,0.482847132317,0.0450932839698
18336,HTS015,2017-06-02,PC9c1-D2b,93967,H15,PC9c1-D2b_H15,PC9c1,4.8,Verteporfin,0.0,M,osimertinib,2e-09,M,121,1,2017-06-02 15:48:09,122,0.462217181379,0.0431666447218
18352,HTS015,2017-06-02,PC9c1-D2b,93967,H16,PC9c1-D2b_H16,PC9c1,4.8,Bazedoxifene,1e-05,M,osimertinib,2e-09,M,115,1,2017-06-02 15:48:09,116,0.20801838604,0.0194269190492
18368,HTS015,2017-06-02,PC9c1-D2b,93967,H17,PC9c1-D2b_H17,PC9c1,4.8,Bazedoxifene,3.1e-06,M,osimertinib,2e-09,M,142,0,2017-06-02 15:48:09,142,0.511369959677,0.0477570420574
18384,HTS015,2017-06-02,PC9c1-D2b,93967,H18,PC9c1-D2b_H18,PC9c1,4.8,Bazedoxifene,1.11e-06,M,osimertinib,2e-09,M,115,3,2017-06-02 15:48:09,118,0.575889214678,0.0537825207081
18400,HTS015,2017-06-02,PC9c1-D2b,93967,H19,PC9c1-D2b_H19,PC9c1,4.8,Bazedoxifene,3.7e-07,M,osimertinib,2e-09,M,137,0,2017-06-02 15:48:09,137,0.495869945331,0.0463094896093
18416,HTS015,2017-06-02,PC9c1-D2b,93967,H20,PC9c1-D2b_H20,PC9c1,4.8,Bazedoxifene,1.23e-07,M,osimertinib,2e-09,M,138,1,2017-06-02 15:48:09,139,0.502345831465,0.0469142751674
18432,HTS015,2017-06-02,PC9c1-D2b,93967,H21,PC9c1-D2b_H21,PC9c1,4.8,Bazedoxifene,4.11e-08,M,osimertinib,2e-09,M,122,0,2017-06-02 15:48:09,122,0.453802018617,0.0423807493552
18448,HTS015,2017-06-02,PC9c1-D2b,93967,H22,PC9c1-D2b_H22,PC9c1,4.8,Bazedoxifene,0.0,M,osimertinib,2e-09,M,96,2,2017-06-02 15:48:09,98,0.520841548335,0.0486415974548
18464,HTS015,2017-06-02,PC9c1-D2b,93967,H23,PC9c1-D2b_H23,PC9c1,4.8,control,0.0,M,control,0.0,M,101,0,2017-06-02 15:48:09,101,0.994727158516,0.0928979613408
18480,HTS015,2017-06-02,PC9c1-D2b,93967,I02,PC9c1-D2b_I02,PC9c1,4.8,Loratadine,1e-05,M,osimertinib,2e-08,M,108,1,2017-06-02 15:48:09,109,0.36292240954,0.0338934668492
18496,HTS015,2017-06-02,PC9c1-D2b,93967,I03,PC9c1-D2b_I03,PC9c1,4.8,Loratadine,3.1e-06,M,osimertinib,2e-08,M,85,1,2017-06-02 15:48:09,86,0.409216410614,0.0382168818533
18512,HTS015,2017-06-02,PC9c1-D2b,93967,I04,PC9c1-D2b_I04,PC9c1,4.8,Loratadine,1.11e-06,M,osimertinib,2e-08,M,117,0,2017-06-02 15:48:09,117,0.374539232342,0.0349783665087
18528,HTS015,2017-06-02,PC9c1-D2b,93967,I05,PC9c1-D2b_I05,PC9c1,4.8,Loratadine,3.7e-07,M,osimertinib,2e-08,M,143,2,2017-06-02 15:48:09,145,0.339184168951,0.0316765432057
18544,HTS015,2017-06-02,PC9c1-D2b,93967,I06,PC9c1-D2b_I06,PC9c1,4.8,Loratadine,1.23e-07,M,osimertinib,2e-08,M,120,1,2017-06-02 15:48:09,121,0.347032223565,0.0324094761189
